"","date","Depth","nrecs","MeanTemp","MinTemp","MaxTemp","bin","MeanPDT"
"1",2020-08-27,24,1,14.8,14.8,14.8,1,14.8
"2",2020-08-27,32,1,14.8,14.8,14.8,2,14.8
"3",2020-08-27,36,1,14.54,14.54,14.54,3,14.54
"4",2020-08-27,44,1,14.29,14.29,14.29,4,14.29
"5",2020-08-28,4,5,14.95,14.8,15.05,1,14.925
"6",2020-08-28,8,2,14.925,14.8,15.05,2,14.925
"7",2020-08-28,12,1,14.8,14.8,14.8,3,14.8
"8",2020-08-28,16,1,15.05,15.05,15.05,4,15.05
"9",2020-08-28,28,4,14.6075,13.78,15.05,5,14.415
"10",2020-08-28,32,1,14.8,14.8,14.8,6,14.8
"11",2020-08-28,36,1,12.77,12.77,12.77,7,12.77
"12",2020-08-28,44,1,14.54,14.54,14.54,8,14.54
"13",2020-08-28,92,1,10.48,10.48,10.48,9,10.48
"14",2020-08-29,0,2,15.18,15.05,15.31,1,15.18
"15",2020-08-29,4,5,15.102,15.05,15.31,2,15.18
"16",2020-08-29,8,4,15.2425,15.05,15.56,3,15.305
"17",2020-08-29,12,3,15.2233333333333,15.05,15.31,4,15.18
"18",2020-08-29,16,1,15.05,15.05,15.05,5,15.05
"19",2020-08-29,20,1,15.05,15.05,15.05,6,15.05
"20",2020-08-29,24,5,15.102,15.05,15.31,7,15.18
"21",2020-08-29,32,1,14.8,14.8,14.8,8,14.8
"22",2020-08-29,44,2,13.78,12.51,15.05,9,13.78
"23",2020-08-29,60,1,11.75,11.75,11.75,10,11.75
"24",2020-08-30,4,3,15.05,15.05,15.05,1,15.05
"25",2020-08-30,8,1,15.05,15.05,15.05,2,15.05
"26",2020-08-30,20,5,14.798,14.29,15.05,3,14.67
"27",2020-08-30,24,3,15.05,15.05,15.05,4,15.05
"28",2020-08-30,28,3,14.8,14.8,14.8,5,14.8
"29",2020-08-30,32,5,14.9,14.8,15.05,6,14.925
"30",2020-08-30,36,2,14.795,14.54,15.05,7,14.795
"31",2020-08-30,40,1,14.8,14.8,14.8,8,14.8
"32",2020-08-30,44,1,15.05,15.05,15.05,9,15.05
"33",2020-08-30,48,1,14.8,14.8,14.8,10,14.8
"34",2020-08-31,0,4,14.925,14.54,15.31,1,14.925
"35",2020-08-31,4,3,15.1366666666667,15.05,15.31,2,15.18
"36",2020-08-31,8,1,14.54,14.54,14.54,3,14.54
"37",2020-08-31,16,2,15.18,15.05,15.31,4,15.18
"38",2020-08-31,20,1,15.31,15.31,15.31,5,15.31
"39",2020-08-31,24,2,15.18,14.8,15.56,6,15.18
"40",2020-08-31,32,1,15.05,15.05,15.05,7,15.05
"41",2020-08-31,36,2,15.18,15.05,15.31,8,15.18
"42",2020-08-31,48,1,13.02,13.02,13.02,9,13.02
"43",2020-09-01,0,10,15.508,15.05,15.81,1,15.43
"44",2020-09-01,8,2,15.685,15.56,15.81,2,15.685
"45",2020-09-01,12,1,14.8,14.8,14.8,3,14.8
"46",2020-09-01,16,1,14.8,14.8,14.8,4,14.8
"47",2020-09-01,24,2,14.925,14.8,15.05,5,14.925
"48",2020-09-01,28,2,15.305,15.05,15.56,6,15.305
"49",2020-09-01,32,1,15.05,15.05,15.05,7,15.05
"50",2020-09-01,104,1,10.73,10.73,10.73,8,10.73
"51",2020-09-01,124,1,10.73,10.73,10.73,9,10.73
"52",2020-09-01,140,1,10.99,10.99,10.99,10,10.99
"53",2020-09-01,144,1,10.73,10.73,10.73,11,10.73
"54",2020-09-01,148,2,10.73,10.73,10.73,12,10.73
"55",2020-09-02,0,3,15.98,15.81,16.32,1,16.065
"56",2020-09-02,4,2,16.45,16.32,16.58,2,16.45
"57",2020-09-02,12,1,16.07,16.07,16.07,3,16.07
"58",2020-09-02,16,1,15.81,15.81,15.81,4,15.81
"59",2020-09-02,20,2,15.81,15.81,15.81,5,15.81
"60",2020-09-02,28,2,15.94,15.56,16.32,6,15.94
"61",2020-09-02,32,1,15.81,15.81,15.81,7,15.81
"62",2020-09-02,36,1,15.81,15.81,15.81,8,15.81
"63",2020-09-02,40,2,16.07,16.07,16.07,9,16.07
"64",2020-09-02,44,2,15.94,15.81,16.07,10,15.94
"65",2020-09-03,0,8,16.355,16.07,16.58,1,16.325
"66",2020-09-03,8,1,16.07,16.07,16.07,2,16.07
"67",2020-09-03,12,3,16.2366666666667,16.07,16.32,3,16.195
"68",2020-09-03,16,4,16.325,16.07,16.58,4,16.325
"69",2020-09-03,20,1,16.32,16.32,16.32,5,16.32
"70",2020-09-03,24,1,16.07,16.07,16.07,6,16.07
"71",2020-09-03,28,1,15.31,15.31,15.31,7,15.31
"72",2020-09-03,32,2,16.32,16.32,16.32,8,16.32
"73",2020-09-03,36,2,15.81,15.81,15.81,9,15.81
"74",2020-09-03,40,1,16.07,16.07,16.07,10,16.07
"75",2020-09-03,44,1,16.07,16.07,16.07,11,16.07
"76",2020-09-04,0,10,16.905,16.58,17.08,1,16.83
"77",2020-09-04,4,2,16.955,16.83,17.08,2,16.955
"78",2020-09-04,12,1,16.07,16.07,16.07,3,16.07
"79",2020-09-04,16,1,16.32,16.32,16.32,4,16.32
"80",2020-09-04,20,4,16.515,16.32,16.58,5,16.45
"81",2020-09-04,24,3,15.8966666666667,15.05,16.32,6,15.685
"82",2020-09-04,32,3,16.3233333333333,16.07,16.58,7,16.325
"83",2020-09-04,44,1,16.32,16.32,16.32,8,16.32
"84",2020-09-05,0,12,17.6133333333333,17.34,17.85,1,17.595
"85",2020-09-05,8,2,17.85,17.85,17.85,2,17.85
"86",2020-09-05,12,2,17.59,17.59,17.59,3,17.59
"87",2020-09-05,16,2,17.335,17.08,17.59,4,17.335
"88",2020-09-05,20,1,17.08,17.08,17.08,5,17.08
"89",2020-09-05,24,1,17.59,17.59,17.59,6,17.59
"90",2020-09-05,32,1,16.32,16.32,16.32,7,16.32
"91",2020-09-05,36,2,17.465,17.34,17.59,8,17.465
"92",2020-09-05,40,1,12.77,12.77,12.77,9,12.77
"93",2020-09-05,72,1,11.75,11.75,11.75,10,11.75
"94",2020-09-06,0,12,18.3533333333333,17.85,18.86,1,18.355
"95",2020-09-06,16,1,17.59,17.59,17.59,2,17.59
"96",2020-09-06,24,1,17.59,17.59,17.59,3,17.59
"97",2020-09-06,28,1,18.61,18.61,18.61,4,18.61
"98",2020-09-06,32,1,17.34,17.34,17.34,5,17.34
"99",2020-09-06,36,2,17.72,17.59,17.85,6,17.72
"100",2020-09-06,40,1,17.34,17.34,17.34,7,17.34
"101",2020-09-06,44,1,13.27,13.27,13.27,8,13.27
"102",2020-09-06,48,1,14.29,14.29,14.29,9,14.29
"103",2020-09-06,56,1,14.29,14.29,14.29,10,14.29
"104",2020-09-06,120,1,12.51,12.51,12.51,11,12.51
"105",2020-09-06,160,1,12.26,12.26,12.26,12,12.26
"106",2020-09-06,344,1,11.24,11.24,11.24,13,11.24
"107",2020-09-07,0,3,20.0466666666667,19.37,20.89,1,20.13
"108",2020-09-07,4,2,20.005,19.88,20.13,2,20.005
"109",2020-09-07,8,3,20.7233333333333,20.64,20.89,3,20.765
"110",2020-09-07,12,3,19.8766666666667,19.37,20.64,4,20.005
"111",2020-09-07,16,2,20.13,19.62,20.64,5,20.13
"112",2020-09-07,20,3,19.0333333333333,18.61,19.37,6,18.99
"113",2020-09-07,24,1,19.12,19.12,19.12,7,19.12
"114",2020-09-07,28,3,19.37,18.1,20.64,8,19.37
"115",2020-09-07,32,1,19.37,19.37,19.37,9,19.37
"116",2020-09-07,36,2,17.72,17.59,17.85,10,17.72
"117",2020-09-07,72,2,13.275,13.02,13.53,11,13.275
"118",2020-09-08,0,4,20.8275,20.64,20.89,1,20.765
"119",2020-09-08,4,2,20.515,20.39,20.64,2,20.515
"120",2020-09-08,8,3,20.5566666666667,20.39,20.64,3,20.515
"121",2020-09-08,12,5,20.44,20.39,20.64,4,20.515
"122",2020-09-08,16,4,20.64,20.39,20.89,5,20.64
"123",2020-09-08,20,1,20.39,20.39,20.39,6,20.39
"124",2020-09-08,24,3,20.5533333333333,20.13,20.89,7,20.51
"125",2020-09-08,32,2,20.515,20.39,20.64,8,20.515
"126",2020-09-08,44,1,17.34,17.34,17.34,9,17.34
"127",2020-09-09,0,5,20.996,20.64,21.15,1,20.895
"128",2020-09-09,4,7,20.9657142857143,20.64,21.4,2,21.02
"129",2020-09-09,12,1,20.64,20.64,20.64,3,20.64
"130",2020-09-09,16,5,20.79,20.64,20.89,4,20.765
"131",2020-09-09,20,1,19.88,19.88,19.88,5,19.88
"132",2020-09-09,24,4,20.64,20.39,20.89,6,20.64
"133",2020-09-09,32,1,20.64,20.64,20.64,7,20.64
"134",2020-09-09,40,1,16.32,16.32,16.32,8,16.32
"135",2020-09-10,0,7,21.1828571428571,20.89,21.4,1,21.145
"136",2020-09-10,4,10,21.197,20.89,21.4,2,21.145
"137",2020-09-10,8,2,21.15,21.15,21.15,3,21.15
"138",2020-09-10,12,1,20.89,20.89,20.89,4,20.89
"139",2020-09-10,20,3,20.81,20.64,21.15,5,20.895
"140",2020-09-10,28,1,19.37,19.37,19.37,6,19.37
"141",2020-09-10,44,1,17.34,17.34,17.34,7,17.34
"142",2020-09-11,0,4,21.3375,21.15,21.4,1,21.275
"143",2020-09-11,4,8,21.3375,21.15,21.4,2,21.275
"144",2020-09-11,8,3,21.15,21.15,21.15,3,21.15
"145",2020-09-11,12,4,21.15,21.15,21.15,4,21.15
"146",2020-09-11,16,5,21.098,20.89,21.15,5,21.02
"147",2020-09-11,20,1,21.15,21.15,21.15,6,21.15
"148",2020-09-12,0,4,21.465,21.4,21.66,1,21.53
"149",2020-09-12,4,5,21.452,21.4,21.66,2,21.53
"150",2020-09-12,8,3,21.4,21.4,21.4,3,21.4
"151",2020-09-12,12,5,21.4,21.4,21.4,4,21.4
"152",2020-09-12,16,3,21.3166666666667,21.15,21.4,5,21.275
"153",2020-09-12,20,4,21.085,20.64,21.4,6,21.02
"154",2020-09-12,24,1,21.4,21.4,21.4,7,21.4
"155",2020-09-13,0,4,21.785,21.66,21.91,1,21.785
"156",2020-09-13,4,5,21.504,21.4,21.66,2,21.53
"157",2020-09-13,8,2,21.4,21.4,21.4,3,21.4
"158",2020-09-13,12,1,21.4,21.4,21.4,4,21.4
"159",2020-09-13,16,8,21.4,21.4,21.4,5,21.4
"160",2020-09-13,20,4,21.275,21.15,21.4,6,21.275
"161",2020-09-13,28,1,18.86,18.86,18.86,7,18.86
"162",2020-09-14,0,5,21.76,21.66,21.91,1,21.785
"163",2020-09-14,4,7,21.6942857142857,21.4,21.91,2,21.655
"164",2020-09-14,8,3,21.5733333333333,21.4,21.66,3,21.53
"165",2020-09-14,12,5,21.35,21.15,21.4,4,21.275
"166",2020-09-14,16,2,21.4,21.4,21.4,5,21.4
"167",2020-09-14,20,1,21.15,21.15,21.15,6,21.15
"168",2020-09-14,24,1,19.62,19.62,19.62,7,19.62
"169",2020-09-14,100,1,13.27,13.27,13.27,8,13.27
"170",2020-09-15,0,4,21.91,21.91,21.91,1,21.91
"171",2020-09-15,4,3,21.91,21.91,21.91,2,21.91
"172",2020-09-15,8,3,21.7433333333333,21.66,21.91,3,21.785
"173",2020-09-15,16,3,21.4,21.4,21.4,4,21.4
"174",2020-09-15,20,3,20.81,20.39,21.15,5,20.77
"175",2020-09-15,28,2,21.15,21.15,21.15,6,21.15
"176",2020-09-15,32,1,19.88,19.88,19.88,7,19.88
"177",2020-09-15,44,1,17.85,17.85,17.85,8,17.85
"178",2020-09-15,60,1,14.54,14.54,14.54,9,14.54
"179",2020-09-15,120,1,12.77,12.77,12.77,10,12.77
"180",2020-09-15,160,1,12.26,12.26,12.26,11,12.26
"181",2020-09-15,184,1,12,12,12,12,12
"182",2020-09-15,204,1,12,12,12,13,12
"183",2020-09-16,0,2,21.785,21.66,21.91,1,21.785
"184",2020-09-16,4,5,21.66,21.66,21.66,2,21.66
"185",2020-09-16,8,2,21.275,21.15,21.4,3,21.275
"186",2020-09-16,12,3,21.3166666666667,21.15,21.4,4,21.275
"187",2020-09-16,16,1,21.15,21.15,21.15,5,21.15
"188",2020-09-16,20,2,21.145,20.89,21.4,6,21.145
"189",2020-09-16,24,1,21.4,21.4,21.4,7,21.4
"190",2020-09-16,68,1,13.02,13.02,13.02,8,13.02
"191",2020-09-17,4,1,21.91,21.91,21.91,1,21.91
"192",2020-09-17,20,1,21.15,21.15,21.15,2,21.15
"193",2020-09-17,24,1,20.89,20.89,20.89,3,20.89
"194",2020-09-18,0,1,21.91,21.91,21.91,1,21.91
"195",2020-09-18,4,15,21.9933333333333,21.91,22.16,2,22.035
"196",2020-09-18,8,5,22.01,21.91,22.16,3,22.035
"197",2020-09-18,12,3,21.91,21.91,21.91,4,21.91
"198",2020-09-18,16,1,21.91,21.91,21.91,5,21.91
"199",2020-09-19,0,10,22.11,21.91,22.16,1,22.035
"200",2020-09-19,4,6,21.9933333333333,21.91,22.16,2,22.035
"201",2020-09-19,8,1,22.42,22.42,22.42,3,22.42
"202",2020-09-19,12,2,21.91,21.91,21.91,4,21.91
"203",2020-09-19,16,1,22.16,22.16,22.16,5,22.16
"204",2020-09-19,24,3,21.6566666666667,21.4,21.91,6,21.655
"205",2020-09-19,28,1,21.15,21.15,21.15,7,21.15
"206",2020-09-19,68,1,13.02,13.02,13.02,8,13.02
"207",2020-09-20,0,5,22.01,21.91,22.16,1,22.035
"208",2020-09-20,4,2,21.785,21.66,21.91,2,21.785
"209",2020-09-20,8,2,21.91,21.91,21.91,3,21.91
"210",2020-09-20,12,3,21.91,21.91,21.91,4,21.91
"211",2020-09-20,16,2,21.4,21.4,21.4,5,21.4
"212",2020-09-20,20,5,21.554,21.4,21.91,6,21.655
"213",2020-09-20,24,2,21.275,21.15,21.4,7,21.275
"214",2020-09-20,28,1,21.15,21.15,21.15,8,21.15
"215",2020-09-20,168,1,12.51,12.51,12.51,9,12.51
"216",2020-09-20,352,1,11.24,11.24,11.24,10,11.24
"217",2020-09-20,396,1,11.24,11.24,11.24,11,11.24
"218",2020-09-21,0,3,21.66,21.66,21.66,1,21.66
"219",2020-09-21,4,5,21.71,21.66,21.91,2,21.785
"220",2020-09-21,8,1,21.66,21.66,21.66,3,21.66
"221",2020-09-21,12,2,21.53,21.4,21.66,4,21.53
"222",2020-09-21,16,3,21.32,21.15,21.66,5,21.405
"223",2020-09-21,20,4,21.21,20.89,21.4,6,21.145
"224",2020-09-21,24,1,21.15,21.15,21.15,7,21.15
"225",2020-09-21,28,1,20.64,20.64,20.64,8,20.64
"226",2020-09-21,44,1,16.58,16.58,16.58,9,16.58
"227",2020-09-21,56,1,13.78,13.78,13.78,10,13.78
"228",2020-09-21,84,1,13.02,13.02,13.02,11,13.02
"229",2020-09-21,104,1,12.77,12.77,12.77,12,12.77
"230",2020-09-21,156,1,12,12,12,13,12
"231",2020-09-22,0,5,21.452,21.4,21.66,1,21.53
"232",2020-09-22,4,5,21.504,21.4,21.66,2,21.53
"233",2020-09-22,8,3,21.4,21.4,21.4,3,21.4
"234",2020-09-22,12,6,21.235,20.39,21.66,4,21.025
"235",2020-09-22,16,1,20.64,20.64,20.64,5,20.64
"236",2020-09-22,20,1,20.89,20.89,20.89,6,20.89
"237",2020-09-22,68,1,13.27,13.27,13.27,7,13.27
"238",2020-09-22,104,1,12,12,12,8,12
"239",2020-09-22,168,1,12,12,12,9,12
"240",2020-09-22,176,1,11.5,11.5,11.5,10,11.5
"241",2020-09-23,0,13,21.2461538461538,21.15,21.4,1,21.275
"242",2020-09-23,4,5,21.25,21.15,21.4,2,21.275
"243",2020-09-23,8,1,21.15,21.15,21.15,3,21.15
"244",2020-09-23,12,3,21.15,21.15,21.15,4,21.15
"245",2020-09-23,16,1,21.15,21.15,21.15,5,21.15
"246",2020-09-23,20,1,20.89,20.89,20.89,6,20.89
"247",2020-09-23,36,1,18.35,18.35,18.35,7,18.35
"248",2020-09-24,0,14,20.9121428571429,20.39,21.4,1,20.895
"249",2020-09-24,4,7,21.0757142857143,20.64,21.4,2,21.02
"250",2020-09-24,8,2,21.275,21.15,21.4,3,21.275
"251",2020-09-24,12,1,20.89,20.89,20.89,4,20.89
"252",2020-09-24,112,1,12.26,12.26,12.26,5,12.26
"253",2020-09-25,0,7,20.35,20.13,20.64,1,20.385
"254",2020-09-25,4,6,20.3033333333333,20.13,20.39,2,20.26
"255",2020-09-25,8,1,20.39,20.39,20.39,3,20.39
"256",2020-09-25,16,3,20.4733333333333,20.39,20.64,4,20.515
"257",2020-09-25,24,2,20.39,20.39,20.39,5,20.39
"258",2020-09-25,28,2,19.625,18.86,20.39,6,19.625
"259",2020-09-25,32,1,15.81,15.81,15.81,7,15.81
"260",2020-09-25,36,1,16.32,16.32,16.32,8,16.32
"261",2020-09-25,40,1,15.31,15.31,15.31,9,15.31
"262",2020-09-25,44,1,17.34,17.34,17.34,10,17.34
"263",2020-09-26,0,8,20.765,20.64,20.89,1,20.765
"264",2020-09-26,4,9,20.7788888888889,20.39,20.89,2,20.64
"265",2020-09-26,8,1,20.64,20.64,20.64,3,20.64
"266",2020-09-26,12,2,20.64,20.64,20.64,4,20.64
"267",2020-09-26,16,1,20.64,20.64,20.64,5,20.64
"268",2020-09-26,28,2,20.89,20.89,20.89,6,20.89
"269",2020-09-26,36,1,20.89,20.89,20.89,7,20.89
"270",2020-09-26,44,1,20.89,20.89,20.89,8,20.89
"271",2020-09-27,4,3,20.5566666666667,20.39,20.64,1,20.515
"272",2020-09-27,8,2,20.385,20.13,20.64,2,20.385
"273",2020-09-27,12,2,20.13,20.13,20.13,3,20.13
"274",2020-09-27,16,2,20.13,20.13,20.13,4,20.13
"275",2020-09-27,20,3,20.3033333333333,20.13,20.39,5,20.26
"276",2020-09-27,28,3,19.8766666666667,19.37,20.13,6,19.75
"277",2020-09-27,32,1,20.13,20.13,20.13,7,20.13
"278",2020-09-27,36,5,19.926,19.62,20.13,8,19.875
"279",2020-09-27,40,1,20.13,20.13,20.13,9,20.13
"280",2020-09-27,44,1,19.37,19.37,19.37,10,19.37
"281",2020-09-27,48,1,19.12,19.12,19.12,11,19.12
"282",2020-09-27,132,1,12.51,12.51,12.51,12,12.51
"283",2020-09-28,0,4,20.0675,19.88,20.13,1,20.005
"284",2020-09-28,4,5,20.13,20.13,20.13,2,20.13
"285",2020-09-28,8,3,20.13,20.13,20.13,3,20.13
"286",2020-09-28,12,2,20.13,20.13,20.13,4,20.13
"287",2020-09-28,20,2,20.13,20.13,20.13,5,20.13
"288",2020-09-28,24,3,20.0466666666667,19.88,20.13,6,20.005
"289",2020-09-28,28,5,19.88,19.88,19.88,7,19.88
"290",2020-09-28,32,1,20.13,20.13,20.13,8,20.13
"291",2020-09-29,0,1,19.88,19.88,19.88,1,19.88
"292",2020-09-29,4,5,19.93,19.88,20.13,2,20.005
"293",2020-09-29,12,6,19.9216666666667,19.88,20.13,3,20.005
"294",2020-09-29,20,3,19.88,19.88,19.88,4,19.88
"295",2020-09-29,24,5,19.88,19.88,19.88,5,19.88
"296",2020-09-29,28,2,19.75,19.62,19.88,6,19.75
"297",2020-09-29,32,3,19.88,19.88,19.88,7,19.88
"298",2020-09-30,0,1,19.88,19.88,19.88,1,19.88
"299",2020-09-30,4,2,19.75,19.62,19.88,2,19.75
"300",2020-09-30,8,1,19.62,19.62,19.62,3,19.62
"301",2020-09-30,12,1,19.62,19.62,19.62,4,19.62
"302",2020-09-30,16,3,19.7066666666667,19.62,19.88,5,19.75
"303",2020-09-30,20,2,19.75,19.62,19.88,6,19.75
"304",2020-09-30,24,4,19.56,19.37,19.88,7,19.625
"305",2020-09-30,28,5,19.47,19.37,19.62,8,19.495
"306",2020-09-30,32,2,19.24,18.86,19.62,9,19.24
"307",2020-09-30,176,1,12,12,12,10,12
"308",2020-09-30,192,1,12.26,12.26,12.26,11,12.26
"309",2020-09-30,204,1,11.75,11.75,11.75,12,11.75
"310",2020-09-30,232,1,11.75,11.75,11.75,13,11.75
"311",2020-10-01,12,1,19.62,19.62,19.62,1,19.62
"312",2020-10-01,16,1,19.62,19.62,19.62,2,19.62
"313",2020-10-01,20,1,19.88,19.88,19.88,3,19.88
"314",2020-10-01,24,2,19.62,19.62,19.62,4,19.62
"315",2020-10-01,28,2,19.75,19.62,19.88,5,19.75
"316",2020-10-01,32,2,19.495,19.37,19.62,6,19.495
"317",2020-10-02,0,6,19.62,19.62,19.62,1,19.62
"318",2020-10-02,4,3,19.62,19.62,19.62,2,19.62
"319",2020-10-02,8,2,19.495,19.37,19.62,3,19.495
"320",2020-10-02,12,1,19.37,19.37,19.37,4,19.37
"321",2020-10-02,20,2,19.37,19.37,19.37,5,19.37
"322",2020-10-02,36,4,19.37,19.37,19.37,6,19.37
"323",2020-10-02,48,4,19.115,18.35,19.62,7,18.985
"324",2020-10-02,52,3,17.2533333333333,13.53,19.37,8,16.45
"325",2020-10-03,0,3,19.2866666666667,19.12,19.37,1,19.245
"326",2020-10-03,4,4,18.9275,18.1,19.37,2,18.735
"327",2020-10-03,8,2,19.37,19.37,19.37,3,19.37
"328",2020-10-03,12,3,18.7766666666667,18.35,19.12,4,18.735
"329",2020-10-03,16,1,19.37,19.37,19.37,5,19.37
"330",2020-10-03,20,2,18.86,18.35,19.37,6,18.86
"331",2020-10-03,24,1,19.12,19.12,19.12,7,19.12
"332",2020-10-03,36,2,18.86,18.35,19.37,8,18.86
"333",2020-10-03,40,1,19.37,19.37,19.37,9,19.37
"334",2020-10-03,44,1,18.1,18.1,18.1,10,18.1
"335",2020-10-03,56,4,19.1175,18.86,19.37,11,19.115
"336",2020-10-03,76,1,15.56,15.56,15.56,12,15.56
"337",2020-10-04,0,4,17.9125,17.85,18.1,1,17.975
"338",2020-10-04,4,4,17.9125,17.85,18.1,2,17.975
"339",2020-10-04,8,1,17.85,17.85,17.85,3,17.85
"340",2020-10-04,12,1,17.85,17.85,17.85,4,17.85
"341",2020-10-04,24,3,17.9333333333333,17.85,18.1,5,17.975
"342",2020-10-04,36,2,18.23,17.85,18.61,6,18.23
"343",2020-10-04,44,2,18.48,18.35,18.61,7,18.48
"344",2020-10-04,48,1,18.35,18.35,18.35,8,18.35
"345",2020-10-04,56,1,18.1,18.1,18.1,9,18.1
"346",2020-10-04,84,1,14.29,14.29,14.29,10,14.29
"347",2020-10-04,104,1,13.02,13.02,13.02,11,13.02
"348",2020-10-04,116,1,12.51,12.51,12.51,12,12.51
"349",2020-10-04,136,1,12.51,12.51,12.51,13,12.51
"350",2020-10-04,156,1,12.26,12.26,12.26,14,12.26
"351",2020-10-04,212,1,12,12,12,15,12
"352",2020-10-05,0,10,17.668,17.34,18.1,1,17.72
"353",2020-10-05,20,3,17.7633333333333,17.59,17.85,2,17.72
"354",2020-10-05,24,3,17.9333333333333,17.85,18.1,3,17.975
"355",2020-10-05,28,1,17.59,17.59,17.59,4,17.59
"356",2020-10-06,0,5,17.85,17.85,17.85,1,17.85
"357",2020-10-06,4,2,17.72,17.59,17.85,2,17.72
"358",2020-10-06,16,1,17.59,17.59,17.59,3,17.59
"359",2020-10-06,32,2,17.85,17.85,17.85,4,17.85
"360",2020-10-06,36,4,17.72,17.59,17.85,5,17.72
"361",2020-10-06,40,1,17.34,17.34,17.34,6,17.34
"362",2020-10-06,44,1,17.08,17.08,17.08,7,17.08
"363",2020-10-06,224,1,11.75,11.75,11.75,8,11.75
"364",2020-10-07,8,1,17.85,17.85,17.85,1,17.85
"365",2020-10-07,16,1,17.85,17.85,17.85,2,17.85
"366",2020-10-07,20,1,17.85,17.85,17.85,3,17.85
"367",2020-10-07,32,1,17.85,17.85,17.85,4,17.85
"368",2020-10-07,44,2,17.465,17.08,17.85,5,17.465
"369",2020-10-07,52,1,17.59,17.59,17.59,6,17.59
"370",2020-10-07,192,1,12,12,12,7,12
"371",2020-10-07,388,1,10.99,10.99,10.99,8,10.99
"372",2020-10-07,412,1,10.99,10.99,10.99,9,10.99
"373",2020-10-08,0,1,17.85,17.85,17.85,1,17.85
