pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,10/14/2018 09:00:00,0.000000,13.00,13.20,13.1,99999,99999
1,junk,10/14/2018 09:00:00,8.000000,13.00,13.20,13.1,99999,99999
1,junk,10/14/2018 09:00:00,24.000000,12.80,13.20,13.0,99999,99999
1,junk,10/14/2018 09:00:00,40.000000,12.80,13.40,13.100000000000001,99999,99999
1,junk,10/14/2018 09:00:00,56.000000,12.80,13.40,13.100000000000001,99999,99999
1,junk,10/14/2018 09:00:00,72.000000,13.00,13.20,13.1,99999,99999
2,junk,10/15/2018 00:00:00,0.000000,12.60,13.20,12.899999999999999,99999,99999
2,junk,10/15/2018 00:00:00,8.000000,12.60,13.20,12.899999999999999,99999,99999
2,junk,10/15/2018 00:00:00,24.000000,12.60,13.20,12.899999999999999,99999,99999
2,junk,10/15/2018 00:00:00,40.000000,12.40,13.20,12.8,99999,99999
2,junk,10/15/2018 00:00:00,56.000000,12.40,13.20,12.8,99999,99999
2,junk,10/15/2018 00:00:00,72.000000,12.40,13.20,12.8,99999,99999
2,junk,10/15/2018 00:00:00,96.000000,12.40,13.00,12.7,99999,99999
3,junk,10/16/2018 00:00:00,0.000000,12.20,13.00,12.6,99999,99999
3,junk,10/16/2018 00:00:00,8.000000,12.20,13.00,12.6,99999,99999
3,junk,10/16/2018 00:00:00,24.000000,12.20,13.00,12.6,99999,99999
3,junk,10/16/2018 00:00:00,40.000000,12.20,13.00,12.6,99999,99999
3,junk,10/16/2018 00:00:00,56.000000,12.20,13.00,12.6,99999,99999
3,junk,10/16/2018 00:00:00,72.000000,12.00,13.00,12.5,99999,99999
3,junk,10/16/2018 00:00:00,96.000000,11.60,12.40,12.0,99999,99999
3,junk,10/16/2018 00:00:00,112.000000,11.80,12.20,12.0,99999,99999
4,junk,10/22/2018 00:00:00,0.000000,13.40,14.00,13.7,99999,99999
4,junk,10/22/2018 00:00:00,8.000000,13.20,14.00,13.6,99999,99999
4,junk,10/22/2018 00:00:00,32.000000,13.20,14.00,13.6,99999,99999
4,junk,10/22/2018 00:00:00,56.000000,13.20,14.00,13.6,99999,99999
4,junk,10/22/2018 00:00:00,88.000000,12.20,14.00,13.1,99999,99999
4,junk,10/22/2018 00:00:00,112.000000,11.60,13.00,12.3,99999,99999
4,junk,10/22/2018 00:00:00,136.000000,12.00,12.80,12.4,99999,99999
4,junk,10/22/2018 00:00:00,168.000000,11.40,11.40,11.4,99999,99999
5,junk,11/08/2018 00:00:00,0.000000,13.40,14.80,14.100000000000001,99999,99999
5,junk,11/08/2018 00:00:00,32.000000,13.40,14.80,14.100000000000001,99999,99999
5,junk,11/08/2018 00:00:00,56.000000,13.60,14.80,14.2,99999,99999
5,junk,11/08/2018 00:00:00,88.000000,13.80,15.20,14.5,99999,99999
5,junk,11/08/2018 00:00:00,128.000000,14.00,15.60,14.8,99999,99999
5,junk,11/08/2018 00:00:00,168.000000,13.20,14.60,13.899999999999999,99999,99999
5,junk,11/08/2018 00:00:00,216.000000,12.20,13.00,12.6,99999,99999
5,junk,11/08/2018 00:00:00,248.000000,12.00,12.20,12.1,99999,99999
6,junk,11/09/2018 00:00:00,0.000000,15.80,17.00,16.4,99999,99999
6,junk,11/09/2018 00:00:00,8.000000,15.80,17.00,16.4,99999,99999
6,junk,11/09/2018 00:00:00,32.000000,15.80,17.00,16.4,99999,99999
6,junk,11/09/2018 00:00:00,56.000000,15.80,17.00,16.4,99999,99999
6,junk,11/09/2018 00:00:00,88.000000,15.60,17.00,16.3,99999,99999
6,junk,11/09/2018 00:00:00,112.000000,14.80,16.80,15.8,99999,99999
6,junk,11/09/2018 00:00:00,136.000000,14.20,14.80,14.5,99999,99999
6,junk,11/09/2018 00:00:00,168.000000,13.80,14.00,13.9,99999,99999
7,junk,11/10/2018 00:00:00,0.000000,16.00,16.80,16.4,99999,99999
7,junk,11/10/2018 00:00:00,8.000000,16.00,16.80,16.4,99999,99999
7,junk,11/10/2018 00:00:00,24.000000,16.20,16.80,16.5,99999,99999
7,junk,11/10/2018 00:00:00,48.000000,16.40,16.80,16.6,99999,99999
7,junk,11/10/2018 00:00:00,56.000000,16.40,16.80,16.6,99999,99999
