pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,10/16/2018 00:00:00,0.000000,13.00,13.40,13.2,99999,99999
1,junk,10/16/2018 00:00:00,8.000000,13.00,13.40,13.2,99999,99999
1,junk,10/16/2018 00:00:00,24.000000,12.80,13.20,13.0,99999,99999
1,junk,10/16/2018 00:00:00,40.000000,12.80,13.40,13.100000000000001,99999,99999
1,junk,10/16/2018 00:00:00,56.000000,12.80,13.40,13.100000000000001,99999,99999
1,junk,10/16/2018 00:00:00,72.000000,12.80,13.20,13.0,99999,99999
1,junk,10/16/2018 00:00:00,88.000000,12.80,12.80,12.8,99999,99999
2,junk,10/17/2018 00:00:00,0.000000,12.80,13.20,13.0,99999,99999
2,junk,10/17/2018 00:00:00,8.000000,12.80,13.40,13.100000000000001,99999,99999
2,junk,10/17/2018 00:00:00,24.000000,12.80,13.20,13.0,99999,99999
2,junk,10/17/2018 00:00:00,40.000000,12.80,13.40,13.100000000000001,99999,99999
2,junk,10/17/2018 00:00:00,56.000000,12.80,13.40,13.100000000000001,99999,99999
2,junk,10/17/2018 00:00:00,72.000000,12.80,13.20,13.0,99999,99999
3,junk,10/18/2018 00:00:00,0.000000,12.80,13.20,13.0,99999,99999
3,junk,10/18/2018 00:00:00,8.000000,12.80,13.40,13.100000000000001,99999,99999
3,junk,10/18/2018 00:00:00,24.000000,13.00,13.40,13.2,99999,99999
3,junk,10/18/2018 00:00:00,40.000000,13.00,13.40,13.2,99999,99999
3,junk,10/18/2018 00:00:00,56.000000,13.00,13.40,13.2,99999,99999
3,junk,10/18/2018 00:00:00,80.000000,13.00,13.00,13.0,99999,99999
4,junk,10/19/2018 00:00:00,0.000000,13.00,13.20,13.1,99999,99999
4,junk,10/19/2018 00:00:00,8.000000,13.00,13.20,13.1,99999,99999
4,junk,10/19/2018 00:00:00,24.000000,13.00,13.20,13.1,99999,99999
4,junk,10/19/2018 00:00:00,40.000000,13.00,13.40,13.2,99999,99999
4,junk,10/19/2018 00:00:00,56.000000,13.00,13.40,13.2,99999,99999
4,junk,10/19/2018 00:00:00,80.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,0.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,8.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,24.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,40.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,56.000000,13.00,13.20,13.1,99999,99999
5,junk,10/20/2018 00:00:00,80.000000,13.00,13.00,13.0,99999,99999
6,junk,10/21/2018 00:00:00,0.000000,13.00,13.20,13.1,99999,99999
6,junk,10/21/2018 00:00:00,8.000000,13.00,13.20,13.1,99999,99999
6,junk,10/21/2018 00:00:00,24.000000,13.00,13.20,13.1,99999,99999
6,junk,10/21/2018 00:00:00,40.000000,13.00,13.20,13.1,99999,99999
6,junk,10/21/2018 00:00:00,56.000000,13.00,13.20,13.1,99999,99999
6,junk,10/21/2018 00:00:00,80.000000,13.00,13.00,13.0,99999,99999
7,junk,10/22/2018 00:00:00,0.000000,12.80,13.00,12.9,99999,99999
7,junk,10/22/2018 00:00:00,8.000000,12.80,13.00,12.9,99999,99999
7,junk,10/22/2018 00:00:00,24.000000,12.80,13.00,12.9,99999,99999
7,junk,10/22/2018 00:00:00,40.000000,12.60,13.00,12.8,99999,99999
7,junk,10/22/2018 00:00:00,56.000000,12.80,13.00,12.9,99999,99999
7,junk,10/22/2018 00:00:00,80.000000,12.20,12.20,12.2,99999,99999
