pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,10/25/2016 11:00:00,0.000000,13.40,13.40,13.4,99999,99999
1,junk,10/25/2016 11:00:00,8.000000,13.40,13.40,13.4,99999,99999
1,junk,10/25/2016 11:00:00,24.000000,13.40,13.60,13.5,99999,99999
1,junk,10/25/2016 11:00:00,40.000000,13.40,13.60,13.5,99999,99999
1,junk,10/25/2016 11:00:00,56.000000,13.40,13.60,13.5,99999,99999
1,junk,10/25/2016 11:00:00,80.000000,13.00,13.60,13.3,99999,99999
2,junk,10/26/2016 00:00:00,0.000000,12.80,13.40,13.100000000000001,99999,99999
2,junk,10/26/2016 00:00:00,8.000000,12.60,13.40,13.0,99999,99999
2,junk,10/26/2016 00:00:00,24.000000,12.60,13.40,13.0,99999,99999
2,junk,10/26/2016 00:00:00,40.000000,12.60,13.40,13.0,99999,99999
2,junk,10/26/2016 00:00:00,56.000000,12.60,13.40,13.0,99999,99999
2,junk,10/26/2016 00:00:00,72.000000,12.00,13.60,12.8,99999,99999
2,junk,10/26/2016 00:00:00,88.000000,11.80,13.40,12.600000000000001,99999,99999
2,junk,10/26/2016 00:00:00,104.000000,11.60,12.40,12.0,99999,99999
3,junk,10/27/2016 00:00:00,0.000000,12.60,13.00,12.8,99999,99999
3,junk,10/27/2016 00:00:00,8.000000,12.60,13.00,12.8,99999,99999
3,junk,10/27/2016 00:00:00,24.000000,12.60,13.00,12.8,99999,99999
3,junk,10/27/2016 00:00:00,40.000000,12.60,13.00,12.8,99999,99999
3,junk,10/27/2016 00:00:00,56.000000,12.60,13.00,12.8,99999,99999
3,junk,10/27/2016 00:00:00,72.000000,11.60,13.00,12.3,99999,99999
3,junk,10/27/2016 00:00:00,88.000000,11.80,13.00,12.4,99999,99999
3,junk,10/27/2016 00:00:00,112.000000,11.00,11.00,11.0,99999,99999
4,junk,10/28/2016 00:00:00,0.000000,13.40,13.80,13.600000000000001,99999,99999
4,junk,10/28/2016 00:00:00,8.000000,13.00,13.80,13.4,99999,99999
