pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,10/13/2016 00:00:00,0.000000,13.80,14.20,14.0,99999,99999
1,junk,10/13/2016 00:00:00,8.000000,14.00,14.20,14.1,99999,99999
1,junk,10/13/2016 00:00:00,24.000000,13.80,14.20,14.0,99999,99999
1,junk,10/13/2016 00:00:00,40.000000,13.80,14.20,14.0,99999,99999
1,junk,10/13/2016 00:00:00,56.000000,13.60,14.20,13.899999999999999,99999,99999
1,junk,10/13/2016 00:00:00,80.000000,13.40,13.60,13.5,99999,99999
2,junk,11/01/2016 00:00:00,0.000000,17.80,18.40,18.1,99999,99999
2,junk,11/01/2016 00:00:00,8.000000,17.60,18.20,17.9,99999,99999
2,junk,11/01/2016 00:00:00,24.000000,17.60,18.00,17.8,99999,99999
2,junk,11/01/2016 00:00:00,40.000000,16.00,18.20,17.1,99999,99999
2,junk,11/01/2016 00:00:00,56.000000,14.20,18.00,16.1,99999,99999
2,junk,11/01/2016 00:00:00,80.000000,13.00,14.20,13.6,99999,99999
2,junk,11/01/2016 00:00:00,88.000000,12.80,13.60,13.2,99999,99999
2,junk,11/01/2016 00:00:00,104.000000,12.80,12.80,12.8,99999,99999
3,junk,11/04/2016 00:00:00,0.000000,17.40,18.00,17.7,99999,99999
3,junk,11/04/2016 00:00:00,8.000000,17.20,18.00,17.6,99999,99999
3,junk,11/04/2016 00:00:00,24.000000,15.80,18.00,16.9,99999,99999
3,junk,11/04/2016 00:00:00,40.000000,14.60,18.00,16.3,99999,99999
3,junk,11/04/2016 00:00:00,56.000000,13.20,17.40,15.299999999999999,99999,99999
3,junk,11/04/2016 00:00:00,80.000000,12.60,13.80,13.2,99999,99999
4,junk,11/14/2016 00:00:00,0.000000,16.00,16.60,16.3,99999,99999
4,junk,11/14/2016 00:00:00,16.000000,16.00,16.60,16.3,99999,99999
4,junk,11/14/2016 00:00:00,48.000000,13.00,16.60,14.8,99999,99999
4,junk,11/14/2016 00:00:00,88.000000,12.40,14.20,13.3,99999,99999
4,junk,11/14/2016 00:00:00,112.000000,12.20,13.40,12.8,99999,99999
4,junk,11/14/2016 00:00:00,152.000000,12.00,12.20,12.1,99999,99999
4,junk,11/14/2016 00:00:00,184.000000,12.00,12.00,12.0,99999,99999
4,junk,11/14/2016 00:00:00,224.000000,11.80,11.80,11.8,99999,99999
5,junk,11/16/2016 00:00:00,0.000000,16.00,16.20,16.1,99999,99999
5,junk,11/16/2016 00:00:00,8.000000,16.00,16.20,16.1,99999,99999
5,junk,11/16/2016 00:00:00,40.000000,15.80,16.20,16.0,99999,99999
5,junk,11/16/2016 00:00:00,64.000000,13.60,16.00,14.8,99999,99999
5,junk,11/16/2016 00:00:00,96.000000,12.40,13.20,12.8,99999,99999
5,junk,11/16/2016 00:00:00,144.000000,12.00,12.20,12.1,99999,99999
5,junk,11/16/2016 00:00:00,176.000000,12.00,12.00,12.0,99999,99999
5,junk,11/16/2016 00:00:00,192.000000,12.00,12.00,12.0,99999,99999
6,junk,11/20/2016 00:00:00,0.000000,15.20,16.00,15.6,99999,99999
6,junk,11/20/2016 00:00:00,8.000000,15.20,16.00,15.6,99999,99999
6,junk,11/20/2016 00:00:00,32.000000,15.20,16.00,15.6,99999,99999
6,junk,11/20/2016 00:00:00,56.000000,14.00,16.00,15.0,99999,99999
6,junk,11/20/2016 00:00:00,88.000000,12.60,16.00,14.3,99999,99999
6,junk,11/20/2016 00:00:00,112.000000,12.20,14.40,13.3,99999,99999
6,junk,11/20/2016 00:00:00,136.000000,12.20,12.80,12.5,99999,99999
6,junk,11/20/2016 00:00:00,168.000000,12.00,12.00,12.0,99999,99999
7,junk,11/21/2016 00:00:00,0.000000,15.00,15.80,15.4,99999,99999
7,junk,11/21/2016 00:00:00,8.000000,15.00,15.80,15.4,99999,99999
7,junk,11/21/2016 00:00:00,40.000000,14.80,15.80,15.3,99999,99999
7,junk,11/21/2016 00:00:00,64.000000,12.80,15.80,14.3,99999,99999
7,junk,11/21/2016 00:00:00,96.000000,12.40,13.20,12.8,99999,99999
7,junk,11/21/2016 00:00:00,128.000000,12.00,12.60,12.3,99999,99999
7,junk,11/21/2016 00:00:00,160.000000,12.00,12.20,12.1,99999,99999
7,junk,11/21/2016 00:00:00,192.000000,11.80,12.00,11.9,99999,99999
8,junk,11/25/2016 00:00:00,0.000000,14.80,15.40,15.100000000000001,99999,99999
8,junk,11/25/2016 00:00:00,8.000000,14.80,15.20,15.0,99999,99999
8,junk,11/25/2016 00:00:00,24.000000,14.80,15.20,15.0,99999,99999
8,junk,11/25/2016 00:00:00,40.000000,14.80,15.20,15.0,99999,99999
8,junk,11/25/2016 00:00:00,56.000000,14.60,15.20,14.899999999999999,99999,99999
8,junk,11/25/2016 00:00:00,72.000000,13.00,15.00,14.0,99999,99999
8,junk,11/25/2016 00:00:00,88.000000,12.40,13.40,12.9,99999,99999
8,junk,11/25/2016 00:00:00,104.000000,12.60,12.60,12.6,99999,99999
9,junk,12/10/2016 00:00:00,0.000000,14.40,14.60,14.5,99999,99999
9,junk,12/10/2016 00:00:00,24.000000,14.40,14.60,14.5,99999,99999
9,junk,12/10/2016 00:00:00,72.000000,13.40,14.60,14.0,99999,99999
9,junk,12/10/2016 00:00:00,128.000000,12.20,13.20,12.7,99999,99999
9,junk,12/10/2016 00:00:00,200.000000,12.60,12.60,12.6,99999,99999
9,junk,12/10/2016 00:00:00,264.000000,12.40,12.40,12.4,99999,99999
9,junk,12/10/2016 00:00:00,288.000000,12.20,12.40,12.3,99999,99999
9,junk,12/10/2016 00:00:00,360.000000,12.00,12.00,12.0,99999,99999
10,junk,12/13/2016 00:00:00,0.000000,14.20,15.40,14.8,99999,99999
10,junk,12/13/2016 00:00:00,40.000000,14.40,15.40,14.9,99999,99999
10,junk,12/13/2016 00:00:00,64.000000,14.00,15.40,14.7,99999,99999
10,junk,12/13/2016 00:00:00,112.000000,12.40,14.40,13.4,99999,99999
10,junk,12/13/2016 00:00:00,200.000000,11.80,12.00,11.9,99999,99999
10,junk,12/13/2016 00:00:00,240.000000,11.80,11.80,11.8,99999,99999
10,junk,12/13/2016 00:00:00,296.000000,11.60,11.60,11.6,99999,99999
10,junk,12/13/2016 00:00:00,320.000000,11.60,11.60,11.6,99999,99999
11,junk,12/19/2016 00:00:00,0.000000,12.80,13.20,13.0,99999,99999
11,junk,12/19/2016 00:00:00,24.000000,12.80,13.20,13.0,99999,99999
11,junk,12/19/2016 00:00:00,80.000000,12.60,13.20,12.899999999999999,99999,99999
11,junk,12/19/2016 00:00:00,144.000000,12.20,12.60,12.399999999999999,99999,99999
11,junk,12/19/2016 00:00:00,232.000000,12.00,12.40,12.2,99999,99999
11,junk,12/19/2016 00:00:00,256.000000,11.80,12.20,12.0,99999,99999
11,junk,12/19/2016 00:00:00,296.000000,11.60,12.20,11.899999999999999,99999,99999
11,junk,12/19/2016 00:00:00,376.000000,11.60,11.80,11.7,99999,99999
12,junk,02/02/2017 00:00:00,0.000000,14.60,15.20,14.899999999999999,99999,99999
12,junk,02/02/2017 00:00:00,48.000000,15.00,15.40,15.2,99999,99999
12,junk,02/02/2017 00:00:00,152.000000,14.80,15.40,15.100000000000001,99999,99999
12,junk,02/02/2017 00:00:00,256.000000,13.00,13.20,13.1,99999,99999
12,junk,02/02/2017 00:00:00,336.000000,12.40,12.40,12.4,99999,99999
12,junk,02/02/2017 00:00:00,496.000000,11.80,11.80,11.8,99999,99999
12,junk,02/02/2017 00:00:00,552.000000,11.60,11.60,11.6,99999,99999
12,junk,02/02/2017 00:00:00,672.000000,11.20,11.20,11.2,99999,99999
13,junk,02/11/2017 00:00:00,0.000000,15.20,16.40,15.799999999999999,99999,99999
13,junk,02/11/2017 00:00:00,16.000000,15.20,16.20,15.7,99999,99999
13,junk,02/11/2017 00:00:00,48.000000,15.40,16.40,15.899999999999999,99999,99999
