pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,09/29/2018 11:00:00,0.000000,13.80,14.00,13.9,99999,99999
1,junk,09/29/2018 11:00:00,8.000000,13.80,14.00,13.9,99999,99999
1,junk,09/29/2018 11:00:00,24.000000,13.60,14.00,13.8,99999,99999
1,junk,09/29/2018 11:00:00,40.000000,13.40,14.00,13.7,99999,99999
1,junk,09/29/2018 11:00:00,64.000000,13.40,13.80,13.600000000000001,99999,99999
2,junk,09/30/2018 00:00:00,0.000000,13.00,13.80,13.4,99999,99999
2,junk,09/30/2018 00:00:00,8.000000,13.00,13.80,13.4,99999,99999
2,junk,09/30/2018 00:00:00,24.000000,13.00,13.80,13.4,99999,99999
2,junk,09/30/2018 00:00:00,40.000000,13.00,13.80,13.4,99999,99999
2,junk,09/30/2018 00:00:00,64.000000,13.40,13.60,13.5,99999,99999
3,junk,10/01/2018 00:00:00,0.000000,12.80,13.80,13.3,99999,99999
3,junk,10/01/2018 00:00:00,8.000000,12.80,13.80,13.3,99999,99999
3,junk,10/01/2018 00:00:00,24.000000,13.00,13.80,13.4,99999,99999
3,junk,10/01/2018 00:00:00,40.000000,12.80,13.80,13.3,99999,99999
3,junk,10/01/2018 00:00:00,56.000000,12.80,13.40,13.100000000000001,99999,99999
3,junk,10/01/2018 00:00:00,72.000000,12.80,13.40,13.100000000000001,99999,99999
3,junk,10/01/2018 00:00:00,96.000000,12.60,13.00,12.8,99999,99999
4,junk,10/02/2018 00:00:00,0.000000,13.00,14.00,13.5,99999,99999
4,junk,10/02/2018 00:00:00,8.000000,13.00,14.00,13.5,99999,99999
4,junk,10/02/2018 00:00:00,24.000000,13.00,14.00,13.5,99999,99999
4,junk,10/02/2018 00:00:00,40.000000,12.40,14.00,13.2,99999,99999
4,junk,10/02/2018 00:00:00,56.000000,11.60,13.80,12.7,99999,99999
4,junk,10/02/2018 00:00:00,72.000000,10.60,13.40,12.0,99999,99999
4,junk,10/02/2018 00:00:00,88.000000,10.00,12.80,11.4,99999,99999
4,junk,10/02/2018 00:00:00,104.000000,9.80,12.80,11.3,99999,99999
5,junk,10/03/2018 00:00:00,0.000000,13.20,14.20,13.7,99999,99999
5,junk,10/03/2018 00:00:00,8.000000,13.20,14.20,13.7,99999,99999
5,junk,10/03/2018 00:00:00,24.000000,13.20,14.20,13.7,99999,99999
