PDT Number,using backup body themistor,Date & Time of PDT,Depth (m),Minimum Temperature ,Maximum Temperature,Mean Temperature,Delta Temperature,repeats
251,no,10-Feb-2005 06:00,4,13.4,13.8,13.6,0.2,1
251,no,10-Feb-2005 06:00,4,13.4,13.8,13.6,0.2,1
251,no,10-Feb-2005 06:00,4,13.4,13.8,13.6,0.2,1
251,no,10-Feb-2005 06:00,8,13.4,13.6,13.5,0.1,1
252,no,10-Feb-2005 18:00,0,13.4,13.8,13.6,0.2,1
252,no,10-Feb-2005 18:00,4,13.4,13.8,13.6,0.2,1
252,no,10-Feb-2005 18:00,52,13.6,13.6,13.6,0.0,1
252,no,10-Feb-2005 18:00,112,13.6,13.6,13.6,0.0,1
252,no,10-Feb-2005 18:00,148,13.6,13.6,13.6,0.0,1
252,no,10-Feb-2005 18:00,168,13.6,13.6,13.6,0.0,1
252,no,10-Feb-2005 18:00,192,13.6,13.6,13.6,0.0,1
252,no,10-Feb-2005 18:00,236,13.6,13.6,13.6,0.0,1
253,no,11-Feb-2005 06:00,0,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,0,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,0,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,4,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,4,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,4,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,4,13.8,14.0,13.9,0.1,1
253,no,11-Feb-2005 06:00,8,14.0,14.0,14.0,0.0,1
254,no,11-Feb-2005 18:00,0,14.0,14.2,14.1,0.1,1
254,no,11-Feb-2005 18:00,4,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,60,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,68,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,92,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,136,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,144,14.2,14.2,14.2,0.0,1
254,no,11-Feb-2005 18:00,176,14.2,14.2,14.2,0.0,1
255,no,12-Feb-2005 06:00,0,14.0,14.8,14.4,0.4,1
255,no,12-Feb-2005 06:00,4,14.0,14.6,14.3,0.3,1
255,no,12-Feb-2005 06:00,88,14.0,14.2,14.1,0.1,1
255,no,12-Feb-2005 06:00,192,14.0,14.2,14.1,0.1,1
255,no,12-Feb-2005 06:00,200,14.0,14.2,14.1,0.1,1
255,no,12-Feb-2005 06:00,276,14.2,14.2,14.2,0.0,1
255,no,12-Feb-2005 06:00,336,13.4,13.4,13.4,0.0,1
255,no,12-Feb-2005 06:00,388,13.0,13.0,13.0,0.0,1
256,no,12-Feb-2005 18:00,0,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,4,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,64,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,128,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,164,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,176,14.4,14.8,14.6,0.2,1
256,no,12-Feb-2005 18:00,228,14.2,14.8,14.5,0.3,1
256,no,12-Feb-2005 18:00,268,13.8,14.0,13.9,0.1,1
257,no,13-Feb-2005 06:00,0,14.0,14.8,14.4,0.4,1
257,no,13-Feb-2005 06:00,24,14.6,14.8,14.7,0.1,1
257,no,13-Feb-2005 06:00,76,14.6,14.8,14.7,0.1,1
257,no,13-Feb-2005 06:00,80,14.6,14.8,14.7,0.1,1
257,no,13-Feb-2005 06:00,124,14.6,14.8,14.7,0.1,1
257,no,13-Feb-2005 06:00,168,14.4,14.8,14.6,0.2,1
257,no,13-Feb-2005 06:00,180,14.8,14.8,14.8,0.0,1
257,no,13-Feb-2005 06:00,220,14.8,14.8,14.8,0.0,1
258,no,13-Feb-2005 18:00,0,13.8,14.6,14.2,0.4,1
258,no,13-Feb-2005 18:00,60,13.8,14.4,14.1,0.3,1
258,no,13-Feb-2005 18:00,84,13.6,14.2,13.9,0.3,1
258,no,13-Feb-2005 18:00,140,13.6,14.0,13.8,0.2,1
258,no,13-Feb-2005 18:00,164,13.6,14.0,13.8,0.2,1
258,no,13-Feb-2005 18:00,244,12.2,12.4,12.3,0.1,1
258,no,13-Feb-2005 18:00,280,12.0,12.2,12.1,0.1,1
258,no,13-Feb-2005 18:00,324,11.6,11.6,11.6,0.0,1
259,no,14-Feb-2005 06:00,0,14.0,15.2,14.6,0.6,1
259,no,14-Feb-2005 06:00,4,14.2,15.2,14.7,0.5,1
259,no,14-Feb-2005 06:00,44,14.6,14.6,14.6,0.0,1
259,no,14-Feb-2005 06:00,72,14.4,14.6,14.5,0.1,1
259,no,14-Feb-2005 06:00,104,14.2,14.6,14.4,0.2,1
259,no,14-Feb-2005 06:00,120,14.4,14.4,14.4,0.0,1
259,no,14-Feb-2005 06:00,132,14.2,14.4,14.3,0.1,1
259,no,14-Feb-2005 06:00,164,13.6,14.2,13.9,0.3,1
260,no,14-Feb-2005 18:00,0,15.0,15.4,15.2,0.2,1
260,no,14-Feb-2005 18:00,4,15.2,15.2,15.2,0.0,1
260,no,14-Feb-2005 18:00,40,15.2,15.2,15.2,0.0,1
260,no,14-Feb-2005 18:00,68,15.0,15.0,15.0,0.0,1
260,no,14-Feb-2005 18:00,100,14.8,14.8,14.8,0.0,1
260,no,14-Feb-2005 18:00,132,14.8,15.2,15.0,0.2,1
260,no,14-Feb-2005 18:00,172,15.2,15.4,15.3,0.1,1
260,no,14-Feb-2005 18:00,176,15.2,15.4,15.3,0.1,1
261,no,15-Feb-2005 06:00,0,14.8,16.0,15.4,0.6,1
261,no,15-Feb-2005 06:00,4,15.0,16.0,15.5,0.5,1
261,no,15-Feb-2005 06:00,72,15.2,15.8,15.5,0.3,1
261,no,15-Feb-2005 06:00,108,15.8,15.8,15.8,0.0,1
261,no,15-Feb-2005 06:00,192,14.4,14.6,14.5,0.1,1
261,no,15-Feb-2005 06:00,228,14.0,14.2,14.1,0.1,1
261,no,15-Feb-2005 06:00,264,13.4,13.6,13.5,0.1,1
261,no,15-Feb-2005 06:00,300,13.2,13.4,13.3,0.1,1
262,no,15-Feb-2005 18:00,0,15.4,16.0,15.7,0.3,1
262,no,15-Feb-2005 18:00,4,15.4,16.0,15.7,0.3,1
262,no,15-Feb-2005 18:00,60,15.6,16.0,15.8,0.2,1
262,no,15-Feb-2005 18:00,116,16.0,16.0,16.0,0.0,1
262,no,15-Feb-2005 18:00,144,15.8,16.0,15.9,0.1,1
262,no,15-Feb-2005 18:00,200,15.8,16.0,15.9,0.1,1
262,no,15-Feb-2005 18:00,260,15.2,15.6,15.4,0.2,1
262,no,15-Feb-2005 18:00,276,15.2,15.2,15.2,0.0,1
263,no,16-Feb-2005 06:00,0,15.6,16.0,15.8,0.2,1
263,no,16-Feb-2005 06:00,4,15.8,16.0,15.9,0.1,1
263,no,16-Feb-2005 06:00,88,15.8,16.0,15.9,0.1,1
263,no,16-Feb-2005 06:00,96,15.8,15.8,15.8,0.0,1
263,no,16-Feb-2005 06:00,148,15.8,16.0,15.9,0.1,1
263,no,16-Feb-2005 06:00,188,15.6,15.8,15.7,0.1,1
263,no,16-Feb-2005 06:00,212,15.6,15.8,15.7,0.1,1
263,no,16-Feb-2005 06:00,264,15.0,15.0,15.0,0.0,1
264,no,16-Feb-2005 18:00,0,15.6,16.0,15.8,0.2,1
264,no,16-Feb-2005 18:00,4,15.6,15.8,15.7,0.1,1
264,no,16-Feb-2005 18:00,60,15.8,16.0,15.9,0.1,1
264,no,16-Feb-2005 18:00,112,15.6,16.0,15.8,0.2,1
264,no,16-Feb-2005 18:00,152,15.4,15.8,15.6,0.2,1
264,no,16-Feb-2005 18:00,168,15.2,15.8,15.5,0.3,1
264,no,16-Feb-2005 18:00,192,15.4,15.8,15.6,0.2,1
264,no,16-Feb-2005 18:00,244,15.0,15.0,15.0,0.0,1
265,no,17-Feb-2005 06:00,0,15.8,16.0,15.9,0.1,1
265,no,17-Feb-2005 06:00,4,15.8,16.0,15.9,0.1,1
265,no,17-Feb-2005 06:00,48,16.0,16.0,16.0,0.0,1
265,no,17-Feb-2005 06:00,88,15.8,15.8,15.8,0.0,1
265,no,17-Feb-2005 06:00,124,15.8,15.8,15.8,0.0,1
265,no,17-Feb-2005 06:00,148,15.8,15.8,15.8,0.0,1
265,no,17-Feb-2005 06:00,208,15.6,15.8,15.7,0.1,1
265,no,17-Feb-2005 06:00,220,15.6,15.6,15.6,0.0,1
266,no,17-Feb-2005 18:00,0,15.6,15.8,15.7,0.1,1
266,no,17-Feb-2005 18:00,172,15.4,15.8,15.6,0.2,1
266,no,17-Feb-2005 18:00,232,15.2,15.6,15.4,0.2,1
266,no,17-Feb-2005 18:00,328,14.0,14.6,14.3,0.3,1
266,no,17-Feb-2005 18:00,484,13.0,13.2,13.1,0.1,1
266,no,17-Feb-2005 18:00,584,11.8,12.2,12.0,0.2,1
266,no,17-Feb-2005 18:00,840,9.6,10.0,9.8,0.2,1
266,no,17-Feb-2005 18:00,908,9.0,9.2,9.1,0.1,1
267,no,18-Feb-2005 06:00,0,15.6,15.8,15.7,0.1,1
267,no,18-Feb-2005 06:00,4,15.8,15.8,15.8,0.0,1
267,no,18-Feb-2005 06:00,64,15.6,15.6,15.6,0.0,1
267,no,18-Feb-2005 06:00,104,15.8,15.8,15.8,0.0,1
267,no,18-Feb-2005 06:00,128,15.6,15.6,15.6,0.0,1
267,no,18-Feb-2005 06:00,168,15.4,15.6,15.5,0.1,1
267,no,18-Feb-2005 06:00,216,15.2,15.2,15.2,0.0,1
267,no,18-Feb-2005 06:00,228,15.0,15.2,15.1,0.1,1
268,no,18-Feb-2005 18:00,0,15.6,16.0,15.8,0.2,1
268,no,18-Feb-2005 18:00,4,15.6,16.0,15.8,0.2,1
268,no,18-Feb-2005 18:00,84,16.0,16.0,16.0,0.0,1
268,no,18-Feb-2005 18:00,172,15.6,16.0,15.8,0.2,1
268,no,18-Feb-2005 18:00,188,15.4,16.0,15.7,0.3,1
268,no,18-Feb-2005 18:00,236,15.0,15.8,15.4,0.4,1
268,no,18-Feb-2005 18:00,284,14.4,14.8,14.6,0.2,1
268,no,18-Feb-2005 18:00,344,14.2,14.2,14.2,0.0,1
269,no,19-Feb-2005 06:00,0,14.0,16.0,15.0,1.0,1
269,no,19-Feb-2005 06:00,4,14.0,16.0,15.0,1.0,1
269,no,19-Feb-2005 06:00,48,14.0,16.0,15.0,1.0,1
269,no,19-Feb-2005 06:00,88,14.2,14.4,14.3,0.1,1
269,no,19-Feb-2005 06:00,108,16.0,16.0,16.0,0.0,1
269,no,19-Feb-2005 06:00,156,13.8,16.0,14.9,1.1,1
269,no,19-Feb-2005 06:00,180,13.6,16.0,14.8,1.2,1
269,no,19-Feb-2005 06:00,200,13.6,15.4,14.5,0.9,1
270,no,19-Feb-2005 18:00,0,13.4,15.0,14.2,0.8,1
270,no,19-Feb-2005 18:00,4,13.4,15.0,14.2,0.8,1
270,no,19-Feb-2005 18:00,64,13.2,14.4,13.8,0.6,1
270,no,19-Feb-2005 18:00,88,13.6,14.6,14.1,0.5,1
270,no,19-Feb-2005 18:00,112,13.4,14.4,13.9,0.5,1
270,no,19-Feb-2005 18:00,124,13.2,14.4,13.8,0.6,1
270,no,19-Feb-2005 18:00,148,13.4,14.2,13.8,0.4,1
270,no,19-Feb-2005 18:00,188,13.2,13.2,13.2,0.0,1
271,no,20-Feb-2005 06:00,0,13.0,14.0,13.5,0.5,1
271,no,20-Feb-2005 06:00,4,13.2,14.0,13.6,0.4,1
271,no,20-Feb-2005 06:00,28,13.4,13.6,13.5,0.1,1
271,no,20-Feb-2005 06:00,52,12.6,13.0,12.8,0.2,1
271,no,20-Feb-2005 06:00,64,12.6,13.2,12.9,0.3,1
271,no,20-Feb-2005 06:00,72,12.4,13.8,13.1,0.7,1
271,no,20-Feb-2005 06:00,88,12.6,12.8,12.7,0.1,1
271,no,20-Feb-2005 06:00,108,12.6,12.8,12.7,0.1,1
272,no,20-Feb-2005 18:00,0,13.4,14.6,14.0,0.6,1
272,no,20-Feb-2005 18:00,4,13.4,14.6,14.0,0.6,1
272,no,20-Feb-2005 18:00,48,13.4,14.0,13.7,0.3,1
272,no,20-Feb-2005 18:00,64,13.6,14.0,13.8,0.2,1
272,no,20-Feb-2005 18:00,84,13.6,14.0,13.8,0.2,1
272,no,20-Feb-2005 18:00,100,13.6,14.0,13.8,0.2,1
272,no,20-Feb-2005 18:00,120,13.4,14.0,13.7,0.3,1
272,no,20-Feb-2005 18:00,140,14.0,14.0,14.0,0.0,1
273,no,21-Feb-2005 06:00,0,13.4,15.8,14.6,1.2,1
273,no,21-Feb-2005 06:00,4,13.4,15.8,14.6,1.2,1
273,no,21-Feb-2005 06:00,20,13.6,15.0,14.3,0.7,1
273,no,21-Feb-2005 06:00,20,13.6,15.0,14.3,0.7,1
273,no,21-Feb-2005 06:00,44,13.6,13.6,13.6,0.0,1
273,no,21-Feb-2005 06:00,60,13.4,13.6,13.5,0.1,1
273,no,21-Feb-2005 06:00,68,13.4,13.4,13.4,0.0,1
273,no,21-Feb-2005 06:00,84,13.4,13.4,13.4,0.0,1
274,no,21-Feb-2005 18:00,0,14.8,16.0,15.4,0.6,1
274,no,21-Feb-2005 18:00,4,15.0,16.0,15.5,0.5,1
274,no,21-Feb-2005 18:00,256,13.0,14.2,13.6,0.6,1
274,no,21-Feb-2005 18:00,392,12.0,12.2,12.1,0.1,1
274,no,21-Feb-2005 18:00,572,9.8,9.8,9.8,0.0,1
274,no,21-Feb-2005 18:00,640,8.8,8.8,8.8,0.0,1
274,no,21-Feb-2005 18:00,952,5.6,5.6,5.6,0.0,1
274,no,21-Feb-2005 18:00,980,5.2,5.6,5.4,0.2,1
275,no,22-Feb-2005 06:00,0,15.8,16.6,16.2,0.4,1
275,no,22-Feb-2005 06:00,4,15.8,16.6,16.2,0.4,1
275,no,22-Feb-2005 06:00,68,15.8,16.0,15.9,0.1,1
275,no,22-Feb-2005 06:00,84,15.8,15.8,15.8,0.0,1
275,no,22-Feb-2005 06:00,132,15.2,15.2,15.2,0.0,1
275,no,22-Feb-2005 06:00,152,15.0,15.0,15.0,0.0,1
275,no,22-Feb-2005 06:00,164,15.0,15.0,15.0,0.0,1
275,no,22-Feb-2005 06:00,208,14.8,14.8,14.8,0.0,1
276,no,22-Feb-2005 18:00,0,16.2,16.4,16.3,0.1,1
276,no,22-Feb-2005 18:00,48,15.8,16.4,16.1,0.3,1
276,no,22-Feb-2005 18:00,68,15.6,16.4,16.0,0.4,1
276,no,22-Feb-2005 18:00,88,15.6,16.4,16.0,0.4,1
276,no,22-Feb-2005 18:00,144,15.2,16.2,15.7,0.5,1
276,no,22-Feb-2005 18:00,152,15.6,16.2,15.9,0.3,1
276,no,22-Feb-2005 18:00,192,15.2,15.8,15.5,0.3,1
276,no,22-Feb-2005 18:00,228,14.8,15.0,14.9,0.1,1
277,no,23-Feb-2005 06:00,0,16.0,16.8,16.4,0.4,1
277,no,23-Feb-2005 06:00,4,16.0,16.8,16.4,0.4,1
277,no,23-Feb-2005 06:00,56,16.0,16.6,16.3,0.3,1
277,no,23-Feb-2005 06:00,60,16.0,16.4,16.2,0.2,1
277,no,23-Feb-2005 06:00,92,16.0,16.4,16.2,0.2,1
277,no,23-Feb-2005 06:00,120,15.4,16.6,16.0,0.6,1
277,no,23-Feb-2005 06:00,132,15.4,16.4,15.9,0.5,1
277,no,23-Feb-2005 06:00,164,16.2,16.4,16.3,0.1,1
278,no,23-Feb-2005 18:00,0,16.2,16.8,16.5,0.3,1
278,no,23-Feb-2005 18:00,4,16.2,16.8,16.5,0.3,1
278,no,23-Feb-2005 18:00,48,16.4,16.6,16.5,0.1,1
278,no,23-Feb-2005 18:00,52,16.4,16.6,16.5,0.1,1
278,no,23-Feb-2005 18:00,76,16.4,16.6,16.5,0.1,1
278,no,23-Feb-2005 18:00,96,16.2,16.6,16.4,0.2,1
278,no,23-Feb-2005 18:00,128,15.4,16.6,16.0,0.6,1
278,no,23-Feb-2005 18:00,144,15.4,16.2,15.8,0.4,1
279,no,24-Feb-2005 06:00,0,16.6,17.4,17.0,0.4,1
279,no,24-Feb-2005 06:00,4,16.6,17.4,17.0,0.4,1
279,no,24-Feb-2005 06:00,24,16.8,16.8,16.8,0.0,1
279,no,24-Feb-2005 06:00,36,16.8,16.8,16.8,0.0,1
279,no,24-Feb-2005 06:00,36,16.8,16.8,16.8,0.0,1
279,no,24-Feb-2005 06:00,56,16.8,16.8,16.8,0.0,1
279,no,24-Feb-2005 06:00,56,16.8,16.8,16.8,0.0,1
279,no,24-Feb-2005 06:00,84,16.8,17.0,16.9,0.1,1
280,no,24-Feb-2005 18:00,0,17.0,17.2,17.1,0.1,1
280,no,24-Feb-2005 18:00,4,17.0,17.2,17.1,0.1,1
280,no,24-Feb-2005 18:00,84,17.2,17.2,17.2,0.0,1
280,no,24-Feb-2005 18:00,132,17.4,17.8,17.6,0.2,1
280,no,24-Feb-2005 18:00,140,17.4,17.8,17.6,0.2,1
280,no,24-Feb-2005 18:00,184,17.2,17.2,17.2,0.0,1
280,no,24-Feb-2005 18:00,216,16.8,16.8,16.8,0.0,1
280,no,24-Feb-2005 18:00,268,16.0,16.2,16.1,0.1,1
281,no,25-Feb-2005 06:00,0,16.0,17.6,16.8,0.8,1
281,no,25-Feb-2005 06:00,4,17.4,17.6,17.5,0.1,1
281,no,25-Feb-2005 06:00,64,17.4,17.6,17.5,0.1,1
281,no,25-Feb-2005 06:00,116,16.0,17.6,16.8,0.8,1
281,no,25-Feb-2005 06:00,128,15.2,17.6,16.4,1.2,1
281,no,25-Feb-2005 06:00,152,16.6,17.6,17.1,0.5,1
281,no,25-Feb-2005 06:00,188,16.6,16.8,16.7,0.1,1
281,no,25-Feb-2005 06:00,236,16.0,16.0,16.0,0.0,1
282,no,25-Feb-2005 18:00,0,17.2,17.8,17.5,0.3,1
282,no,25-Feb-2005 18:00,184,17.4,17.8,17.6,0.2,1
282,no,25-Feb-2005 18:00,192,17.4,17.8,17.6,0.2,1
282,no,25-Feb-2005 18:00,312,15.8,16.2,16.0,0.2,1
282,no,25-Feb-2005 18:00,440,13.8,13.8,13.8,0.0,1
282,no,25-Feb-2005 18:00,636,10.2,10.6,10.4,0.2,1
282,no,25-Feb-2005 18:00,692,9.4,9.6,9.5,0.1,1
282,no,25-Feb-2005 18:00,864,6.8,6.8,6.8,0.0,1
283,no,26-Feb-2005 06:00,0,16.6,17.8,17.2,0.6,1
283,no,26-Feb-2005 06:00,4,16.6,17.6,17.1,0.5,1
283,no,26-Feb-2005 06:00,76,16.6,17.8,17.2,0.6,1
283,no,26-Feb-2005 06:00,84,16.6,17.8,17.2,0.6,1
283,no,26-Feb-2005 06:00,120,16.4,18.0,17.2,0.8,1
283,no,26-Feb-2005 06:00,140,17.0,18.0,17.5,0.5,1
283,no,26-Feb-2005 06:00,176,16.2,17.6,16.9,0.7,1
283,no,26-Feb-2005 06:00,216,17.2,17.2,17.2,0.0,1
284,no,26-Feb-2005 18:00,0,16.6,16.8,16.7,0.1,1
284,no,26-Feb-2005 18:00,36,16.6,16.8,16.7,0.1,1
284,no,26-Feb-2005 18:00,44,16.6,16.8,16.7,0.1,1
284,no,26-Feb-2005 18:00,84,16.6,16.8,16.7,0.1,1
284,no,26-Feb-2005 18:00,96,16.6,16.8,16.7,0.1,1
284,no,26-Feb-2005 18:00,128,16.2,16.8,16.5,0.3,1
284,no,26-Feb-2005 18:00,148,16.0,16.8,16.4,0.4,1
284,no,26-Feb-2005 18:00,184,15.6,15.8,15.7,0.1,1
285,no,27-Feb-2005 06:00,0,16.6,18.8,17.7,1.1,1
285,no,27-Feb-2005 06:00,32,16.8,17.2,17.0,0.2,1
285,no,27-Feb-2005 06:00,68,16.8,17.2,17.0,0.2,1
285,no,27-Feb-2005 06:00,72,16.8,17.2,17.0,0.2,1
285,no,27-Feb-2005 06:00,116,16.8,18.0,17.4,0.6,1
285,no,27-Feb-2005 06:00,132,16.8,18.2,17.5,0.7,1
285,no,27-Feb-2005 06:00,152,16.4,18.2,17.3,0.9,1
285,no,27-Feb-2005 06:00,192,16.6,17.4,17.0,0.4,1
286,no,27-Feb-2005 18:00,0,18.4,18.8,18.6,0.2,1
286,no,27-Feb-2005 18:00,4,18.6,18.8,18.7,0.1,1
286,no,27-Feb-2005 18:00,92,18.4,18.8,18.6,0.2,1
286,no,27-Feb-2005 18:00,136,18.4,18.8,18.6,0.2,1
286,no,27-Feb-2005 18:00,216,18.6,18.6,18.6,0.0,1
286,no,27-Feb-2005 18:00,224,18.2,18.6,18.4,0.2,1
286,no,27-Feb-2005 18:00,272,17.6,18.0,17.8,0.2,1
286,no,27-Feb-2005 18:00,340,17.6,17.8,17.7,0.1,1
287,no,28-Feb-2005 06:00,0,18.2,18.8,18.5,0.3,1
287,no,28-Feb-2005 06:00,4,18.4,18.8,18.6,0.2,1
287,no,28-Feb-2005 06:00,72,18.6,18.6,18.6,0.0,1
287,no,28-Feb-2005 06:00,104,18.6,18.6,18.6,0.0,1
287,no,28-Feb-2005 06:00,128,18.4,18.6,18.5,0.1,1
287,no,28-Feb-2005 06:00,172,18.4,18.6,18.5,0.1,1
287,no,28-Feb-2005 06:00,204,18.2,18.6,18.4,0.2,1
287,no,28-Feb-2005 06:00,240,18.2,18.2,18.2,0.0,1
288,no,28-Feb-2005 18:00,0,17.8,18.8,18.3,0.5,1
288,no,28-Feb-2005 18:00,4,17.8,18.8,18.3,0.5,1
288,no,28-Feb-2005 18:00,104,18.0,18.2,18.1,0.1,1
288,no,28-Feb-2005 18:00,144,18.0,18.4,18.2,0.2,1
288,no,28-Feb-2005 18:00,180,18.0,18.0,18.0,0.0,1
288,no,28-Feb-2005 18:00,228,18.0,18.0,18.0,0.0,1
288,no,28-Feb-2005 18:00,280,18.0,18.0,18.0,0.0,1
288,no,28-Feb-2005 18:00,352,17.6,17.6,17.6,0.0,1
289,no,01-Mar-2005 06:00,0,17.8,18.2,18.0,0.2,1
289,no,01-Mar-2005 06:00,4,17.8,18.2,18.0,0.2,1
289,no,01-Mar-2005 06:00,4,17.8,18.2,18.0,0.2,1
289,no,01-Mar-2005 06:00,72,18.0,18.0,18.0,0.0,1
289,no,01-Mar-2005 06:00,88,18.0,18.0,18.0,0.0,1
289,no,01-Mar-2005 06:00,88,18.0,18.0,18.0,0.0,1
289,no,01-Mar-2005 06:00,136,18.0,18.0,18.0,0.0,1
289,no,01-Mar-2005 06:00,168,18.0,18.0,18.0,0.0,1
290,no,01-Mar-2005 18:00,0,18.2,18.8,18.5,0.3,1
290,no,01-Mar-2005 18:00,4,18.2,18.8,18.5,0.3,1
290,no,01-Mar-2005 18:00,64,18.4,18.8,18.6,0.2,1
290,no,01-Mar-2005 18:00,128,18.4,18.8,18.6,0.2,1
290,no,01-Mar-2005 18:00,180,18.2,18.8,18.5,0.3,1
290,no,01-Mar-2005 18:00,200,18.4,18.8,18.6,0.2,1
290,no,01-Mar-2005 18:00,228,18.2,18.8,18.5,0.3,1
290,no,01-Mar-2005 18:00,280,18.0,18.2,18.1,0.1,1
291,no,02-Mar-2005 06:00,0,15.4,19.0,17.2,1.8,1
291,no,02-Mar-2005 06:00,4,15.4,19.0,17.2,1.8,1
291,no,02-Mar-2005 06:00,80,18.0,18.8,18.4,0.4,1
291,no,02-Mar-2005 06:00,88,18.0,18.8,18.4,0.4,1
291,no,02-Mar-2005 06:00,124,18.6,18.8,18.7,0.1,1
291,no,02-Mar-2005 06:00,184,18.6,18.8,18.7,0.1,1
291,no,02-Mar-2005 06:00,200,18.8,18.8,18.8,0.0,1
291,no,02-Mar-2005 06:00,240,18.6,18.6,18.6,0.0,1
292,no,02-Mar-2005 18:00,0,18.8,19.2,19.0,0.2,1
292,no,02-Mar-2005 18:00,4,18.8,19.2,19.0,0.2,1
292,no,02-Mar-2005 18:00,40,19.0,19.2,19.1,0.1,1
292,no,02-Mar-2005 18:00,72,19.0,19.2,19.1,0.1,1
292,no,02-Mar-2005 18:00,84,19.2,19.2,19.2,0.0,1
292,no,02-Mar-2005 18:00,120,19.2,19.2,19.2,0.0,1
292,no,02-Mar-2005 18:00,128,19.2,19.2,19.2,0.0,1
292,no,02-Mar-2005 18:00,160,19.2,19.2,19.2,0.0,1
293,no,03-Mar-2005 06:00,0,18.8,19.0,18.9,0.1,1
293,no,03-Mar-2005 06:00,4,18.8,19.0,18.9,0.1,1
293,no,03-Mar-2005 06:00,56,18.8,19.0,18.9,0.1,1
293,no,03-Mar-2005 06:00,104,18.8,19.0,18.9,0.1,1
293,no,03-Mar-2005 06:00,120,18.8,19.0,18.9,0.1,1
293,no,03-Mar-2005 06:00,148,18.6,19.0,18.8,0.2,1
293,no,03-Mar-2005 06:00,180,18.6,19.0,18.8,0.2,1
293,no,03-Mar-2005 06:00,228,18.8,19.0,18.9,0.1,1
294,no,03-Mar-2005 18:00,0,19.0,19.2,19.1,0.1,1
294,no,03-Mar-2005 18:00,4,19.0,19.2,19.1,0.1,1
294,no,03-Mar-2005 18:00,96,18.8,19.2,19.0,0.2,1
294,no,03-Mar-2005 18:00,100,19.0,19.2,19.1,0.1,1
294,no,03-Mar-2005 18:00,140,19.0,19.0,19.0,0.0,1
294,no,03-Mar-2005 18:00,192,19.0,19.2,19.1,0.1,1
294,no,03-Mar-2005 18:00,252,19.0,19.0,19.0,0.0,1
294,no,03-Mar-2005 18:00,272,19.0,19.0,19.0,0.0,1
295,no,04-Mar-2005 06:00,0,18.8,19.2,19.0,0.2,1
295,no,04-Mar-2005 06:00,4,18.8,19.2,19.0,0.2,1
295,no,04-Mar-2005 06:00,96,19.0,19.2,19.1,0.1,1
295,no,04-Mar-2005 06:00,120,19.0,19.2,19.1,0.1,1
295,no,04-Mar-2005 06:00,148,19.0,19.2,19.1,0.1,1
295,no,04-Mar-2005 06:00,192,19.0,19.2,19.1,0.1,1
295,no,04-Mar-2005 06:00,252,19.2,19.2,19.2,0.0,1
295,no,04-Mar-2005 06:00,288,18.6,19.0,18.8,0.2,1
296,no,04-Mar-2005 18:00,0,18.8,19.2,19.0,0.2,1
296,no,04-Mar-2005 18:00,4,18.8,19.2,19.0,0.2,1
296,no,04-Mar-2005 18:00,204,19.0,19.2,19.1,0.1,1
296,no,04-Mar-2005 18:00,212,19.0,19.2,19.1,0.1,1
296,no,04-Mar-2005 18:00,288,19.2,19.2,19.2,0.0,1
296,no,04-Mar-2005 18:00,368,18.6,19.2,18.9,0.3,1
296,no,04-Mar-2005 18:00,476,17.8,18.0,17.9,0.1,1
296,no,04-Mar-2005 18:00,572,16.8,16.8,16.8,0.0,1
297,no,05-Mar-2005 06:00,0,19.0,19.2,19.1,0.1,1
297,no,05-Mar-2005 06:00,4,19.0,19.2,19.1,0.1,1
297,no,05-Mar-2005 06:00,68,19.2,19.2,19.2,0.0,1
297,no,05-Mar-2005 06:00,104,19.2,19.2,19.2,0.0,1
297,no,05-Mar-2005 06:00,148,19.2,19.2,19.2,0.0,1
297,no,05-Mar-2005 06:00,200,19.2,19.2,19.2,0.0,1
297,no,05-Mar-2005 06:00,264,19.0,19.2,19.1,0.1,1
297,no,05-Mar-2005 06:00,272,19.0,19.2,19.1,0.1,1
298,no,05-Mar-2005 18:00,0,19.0,19.2,19.1,0.1,1
298,no,05-Mar-2005 18:00,4,19.0,19.2,19.1,0.1,1
298,no,05-Mar-2005 18:00,100,19.0,19.2,19.1,0.1,1
298,no,05-Mar-2005 18:00,172,19.0,19.0,19.0,0.0,1
