pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,09/29/2020 11:00:00,0.000000,15.20,15.60,15.399999999999999,99999,99999
1,junk,09/29/2020 11:00:00,8.000000,15.00,15.60,15.3,99999,99999
1,junk,09/29/2020 11:00:00,24.000000,14.40,15.60,15.0,99999,99999
1,junk,09/29/2020 11:00:00,40.000000,14.20,15.60,14.899999999999999,99999,99999
1,junk,09/29/2020 11:00:00,64.000000,11.20,12.00,11.6,99999,99999
2,junk,09/30/2020 00:00:00,0.000000,15.40,16.00,15.7,99999,99999
2,junk,09/30/2020 00:00:00,8.000000,15.40,16.00,15.7,99999,99999
2,junk,09/30/2020 00:00:00,24.000000,15.40,16.00,15.7,99999,99999
2,junk,09/30/2020 00:00:00,40.000000,12.20,16.00,14.1,99999,99999
2,junk,09/30/2020 00:00:00,56.000000,10.00,16.00,13.0,99999,99999
3,junk,10/01/2020 00:00:00,0.000000,15.60,16.00,15.8,99999,99999
3,junk,10/01/2020 00:00:00,8.000000,15.60,16.00,15.8,99999,99999
3,junk,10/01/2020 00:00:00,24.000000,15.60,16.00,15.8,99999,99999
3,junk,10/01/2020 00:00:00,40.000000,14.80,16.00,15.4,99999,99999
3,junk,10/01/2020 00:00:00,64.000000,15.20,16.00,15.6,99999,99999
4,junk,10/02/2020 00:00:00,0.000000,15.80,16.20,16.0,99999,99999
4,junk,10/02/2020 00:00:00,8.000000,15.80,16.20,16.0,99999,99999
4,junk,10/02/2020 00:00:00,32.000000,14.00,16.20,15.1,99999,99999
4,junk,10/02/2020 00:00:00,56.000000,12.60,16.20,14.399999999999999,99999,99999
4,junk,10/02/2020 00:00:00,80.000000,12.00,16.00,14.0,99999,99999
4,junk,10/02/2020 00:00:00,96.000000,12.00,12.60,12.3,99999,99999
4,junk,10/02/2020 00:00:00,120.000000,12.00,12.60,12.3,99999,99999
4,junk,10/02/2020 00:00:00,152.000000,12.00,12.00,12.0,99999,99999
5,junk,10/03/2020 00:00:00,0.000000,15.40,15.80,15.600000000000001,99999,99999
5,junk,10/03/2020 00:00:00,8.000000,15.60,15.80,15.7,99999,99999
5,junk,10/03/2020 00:00:00,32.000000,13.60,15.80,14.7,99999,99999
5,junk,10/03/2020 00:00:00,56.000000,13.00,15.80,14.4,99999,99999
5,junk,10/03/2020 00:00:00,80.000000,12.80,15.80,14.3,99999,99999
5,junk,10/03/2020 00:00:00,104.000000,12.80,15.60,14.2,99999,99999
5,junk,10/03/2020 00:00:00,136.000000,12.80,13.40,13.100000000000001,99999,99999
5,junk,10/03/2020 00:00:00,160.000000,12.80,13.40,13.100000000000001,99999,99999
6,junk,10/04/2020 00:00:00,0.000000,15.00,16.60,15.8,99999,99999
6,junk,10/04/2020 00:00:00,24.000000,13.40,16.80,15.100000000000001,99999,99999
6,junk,10/04/2020 00:00:00,80.000000,12.40,15.60,14.0,99999,99999
6,junk,10/04/2020 00:00:00,144.000000,11.80,13.00,12.4,99999,99999
6,junk,10/04/2020 00:00:00,184.000000,11.80,12.80,12.3,99999,99999
6,junk,10/04/2020 00:00:00,240.000000,11.60,11.60,11.6,99999,99999
6,junk,10/04/2020 00:00:00,328.000000,11.40,11.40,11.4,99999,99999
6,junk,10/04/2020 00:00:00,368.000000,11.40,11.40,11.4,99999,99999
7,junk,10/05/2020 00:00:00,0.000000,16.60,17.80,17.200000000000003,99999,99999
7,junk,10/05/2020 00:00:00,24.000000,16.60,17.80,17.200000000000003,99999,99999
7,junk,10/05/2020 00:00:00,80.000000,12.80,14.60,13.7,99999,99999
7,junk,10/05/2020 00:00:00,136.000000,12.00,12.20,12.1,99999,99999
7,junk,10/05/2020 00:00:00,224.000000,11.80,11.80,11.8,99999,99999
7,junk,10/05/2020 00:00:00,256.000000,11.80,11.80,11.8,99999,99999
7,junk,10/05/2020 00:00:00,360.000000,11.40,11.40,11.4,99999,99999
7,junk,10/05/2020 00:00:00,392.000000,11.40,11.40,11.4,99999,99999
8,junk,10/06/2020 00:00:00,0.000000,17.00,18.00,17.5,99999,99999
8,junk,10/06/2020 00:00:00,8.000000,17.00,18.00,17.5,99999,99999
8,junk,10/06/2020 00:00:00,32.000000,16.80,18.00,17.4,99999,99999
8,junk,10/06/2020 00:00:00,64.000000,13.60,14.80,14.2,99999,99999
8,junk,10/06/2020 00:00:00,104.000000,12.40,12.60,12.5,99999,99999
8,junk,10/06/2020 00:00:00,120.000000,12.20,12.40,12.3,99999,99999
8,junk,10/06/2020 00:00:00,152.000000,12.00,12.20,12.1,99999,99999
8,junk,10/06/2020 00:00:00,176.000000,12.00,12.00,12.0,99999,99999
9,junk,10/07/2020 00:00:00,0.000000,17.80,18.20,18.0,99999,99999
9,junk,10/07/2020 00:00:00,8.000000,17.80,18.20,18.0,99999,99999
9,junk,10/07/2020 00:00:00,24.000000,17.60,18.00,17.8,99999,99999
9,junk,10/07/2020 00:00:00,40.000000,14.20,18.00,16.1,99999,99999
9,junk,10/07/2020 00:00:00,56.000000,13.40,18.00,15.7,99999,99999
9,junk,10/07/2020 00:00:00,72.000000,12.80,13.00,12.9,99999,99999
9,junk,10/07/2020 00:00:00,96.000000,12.40,12.60,12.5,99999,99999
10,junk,10/08/2020 00:00:00,0.000000,18.00,18.20,18.1,99999,99999
10,junk,10/08/2020 00:00:00,8.000000,17.80,18.20,18.0,99999,99999
10,junk,10/08/2020 00:00:00,24.000000,17.80,18.00,17.9,99999,99999
10,junk,10/08/2020 00:00:00,40.000000,14.40,18.00,16.2,99999,99999
10,junk,10/08/2020 00:00:00,56.000000,13.00,16.20,14.6,99999,99999
10,junk,10/08/2020 00:00:00,72.000000,12.80,13.40,13.100000000000001,99999,99999
10,junk,10/08/2020 00:00:00,96.000000,12.80,12.80,12.8,99999,99999
11,junk,10/09/2020 00:00:00,0.000000,17.60,18.00,17.8,99999,99999
11,junk,10/09/2020 00:00:00,8.000000,17.60,18.00,17.8,99999,99999
11,junk,10/09/2020 00:00:00,24.000000,17.40,18.00,17.7,99999,99999
