pdt_number,junk,Datetime,depth,mintemp,maxtemp,meantemp,junk2,junk3
1,junk,10/29/2016 09:00:00,0.000000,13.20,13.40,13.3,99999,99999
1,junk,10/29/2016 09:00:00,8.000000,13.20,13.40,13.3,99999,99999
1,junk,10/29/2016 09:00:00,24.000000,13.20,13.60,13.399999999999999,99999,99999
1,junk,10/29/2016 09:00:00,40.000000,13.00,13.60,13.3,99999,99999
1,junk,10/29/2016 09:00:00,56.000000,13.00,13.60,13.3,99999,99999
1,junk,10/29/2016 09:00:00,72.000000,12.80,13.40,13.100000000000001,99999,99999
1,junk,10/29/2016 09:00:00,96.000000,13.00,13.20,13.1,99999,99999
2,junk,11/01/2016 00:00:00,0.000000,13.20,14.00,13.6,99999,99999
2,junk,11/01/2016 00:00:00,8.000000,13.20,14.00,13.6,99999,99999
2,junk,11/01/2016 00:00:00,24.000000,13.20,14.00,13.6,99999,99999
2,junk,11/01/2016 00:00:00,40.000000,13.40,14.00,13.7,99999,99999
2,junk,11/01/2016 00:00:00,64.000000,13.00,14.00,13.5,99999,99999
2,junk,11/01/2016 00:00:00,80.000000,12.40,14.00,13.2,99999,99999
2,junk,11/01/2016 00:00:00,96.000000,12.40,13.60,13.0,99999,99999
2,junk,11/01/2016 00:00:00,120.000000,11.40,11.40,11.4,99999,99999
3,junk,11/02/2016 00:00:00,0.000000,13.20,14.40,13.8,99999,99999
3,junk,11/02/2016 00:00:00,8.000000,13.20,14.40,13.8,99999,99999
3,junk,11/02/2016 00:00:00,40.000000,13.00,14.40,13.7,99999,99999
3,junk,11/02/2016 00:00:00,72.000000,13.20,14.40,13.8,99999,99999
3,junk,11/02/2016 00:00:00,104.000000,12.60,13.80,13.2,99999,99999
3,junk,11/02/2016 00:00:00,160.000000,11.80,13.00,12.4,99999,99999
3,junk,11/02/2016 00:00:00,168.000000,11.80,13.00,12.4,99999,99999
3,junk,11/02/2016 00:00:00,208.000000,11.60,11.60,11.6,99999,99999
4,junk,11/03/2016 00:00:00,0.000000,13.80,14.60,14.2,99999,99999
4,junk,11/03/2016 00:00:00,8.000000,13.80,14.60,14.2,99999,99999
4,junk,11/03/2016 00:00:00,24.000000,13.80,14.60,14.2,99999,99999
4,junk,11/03/2016 00:00:00,40.000000,13.80,14.60,14.2,99999,99999
4,junk,11/03/2016 00:00:00,56.000000,13.60,14.60,14.1,99999,99999
4,junk,11/03/2016 00:00:00,72.000000,13.40,14.40,13.9,99999,99999
4,junk,11/03/2016 00:00:00,88.000000,13.00,13.80,13.4,99999,99999
4,junk,11/03/2016 00:00:00,104.000000,13.20,13.40,13.3,99999,99999
5,junk,11/04/2016 00:00:00,0.000000,12.00,14.40,13.2,99999,99999
5,junk,11/04/2016 00:00:00,8.000000,12.00,14.40,13.2,99999,99999
5,junk,11/04/2016 00:00:00,24.000000,12.00,14.40,13.2,99999,99999
5,junk,11/04/2016 00:00:00,64.000000,12.00,14.40,13.2,99999,99999
5,junk,11/04/2016 00:00:00,72.000000,12.00,14.40,13.2,99999,99999
