PDT Number,using backup body themistor,Date & Time of PDT,Depth (m),Minimum Temperature ,Maximum Temperature,Mean Temperature,Delta Temperature,repeats
29,n/a,1/25/2004 6:00,60,16.8,17,16.9,0.1000004,1
29,n/a,1/25/2004 6:00,88,16.8,16.8,16.8,0,1
29,n/a,1/25/2004 6:00,96,16.8,16.8,16.8,0,1
29,n/a,1/25/2004 6:00,120,16.6,16.8,16.7,0.1,1
29,n/a,1/25/2004 6:00,148,15.8,16,15.9,0.1,1
30,n/a,1/27/2004 18:00,0,17.2,17.4,17.3,0.09999943,2
30,n/a,1/27/2004 18:00,4,17.2,17.4,17.3,0.09999943,2
30,n/a,1/27/2004 18:00,60,17.4,17.4,17.4,0,2
30,n/a,1/27/2004 18:00,88,17.4,17.4,17.4,0,2
30,n/a,1/27/2004 18:00,128,17.4,17.4,17.4,0,2
30,n/a,1/27/2004 18:00,140,17.2,17.4,17.3,0.1,2
30,n/a,1/27/2004 18:00,180,16.4,16.4,16.4,0,2
30,n/a,1/27/2004 18:00,216,16,16,16,0,2
31,n/a,1/28/2004 6:00,0,17.4,17.4,17.4,0,1
31,n/a,1/28/2004 6:00,4,17.2,17.4,17.3,0.09999943,1
31,n/a,1/28/2004 6:00,56,17.4,17.4,17.4,0,1
31,n/a,1/28/2004 6:00,104,17.4,17.4,17.4,0,1
31,n/a,1/28/2004 6:00,108,17.4,17.4,17.4,0,1
31,n/a,1/28/2004 6:00,140,17.2,17.4,17.3,0.1,1
31,n/a,1/28/2004 6:00,164,17.2,17.2,17.2,0,1
31,n/a,1/28/2004 6:00,208,15.8,15.8,15.8,0,1
32,n/a,1/29/2004 6:00,0,17.4,17.4,17.4,0,2
32,n/a,1/29/2004 6:00,4,17.4,17.4,17.4,0,2
32,n/a,1/29/2004 6:00,40,17.4,17.4,17.4,0,2
32,n/a,1/29/2004 6:00,60,17.2,17.4,17.3,0.09999943,2
32,n/a,1/29/2004 6:00,76,16.6,17.6,17.1,0.5,2
32,n/a,1/29/2004 6:00,88,17.4,17.4,17.4,0,2
32,n/a,1/29/2004 6:00,116,17.4,17.6,17.5,0.1,2
32,n/a,1/29/2004 6:00,128,17.4,17.4,17.4,0,2
33,n/a,1/29/2004 18:00,0,17,17.4,17.2,0.1999998,1
33,n/a,1/29/2004 18:00,4,16.8,17.4,17.1,0.3000002,1
33,n/a,1/29/2004 18:00,20,17.2,17.4,17.3,0.09999943,1
33,n/a,1/29/2004 18:00,32,17.2,17.4,17.3,0.09999943,1
33,n/a,1/29/2004 18:00,44,17.4,17.4,17.4,0,1
33,n/a,1/29/2004 18:00,52,17.2,17.4,17.3,0.1,1
33,n/a,1/29/2004 18:00,64,16.6,17.4,17,0.4,1
33,n/a,1/29/2004 18:00,80,16.6,16.6,16.6,0,1
34,n/a,1/30/2004 6:00,0,16.8,17.2,17,0.2000008,1
34,n/a,1/30/2004 6:00,4,16.8,17.2,17,0.2000008,1
34,n/a,1/30/2004 6:00,40,16.8,17.2,17,0.2000008,1
34,n/a,1/30/2004 6:00,52,16.6,17.2,16.9,0.3000002,1
34,n/a,1/30/2004 6:00,,,,,,
34,n/a,1/30/2004 6:00,,,,,,
34,n/a,1/30/2004 6:00,,,,,,
34,n/a,1/30/2004 6:00,,,,,,
35,n/a,1/31/2004 6:00,0,17,17.2,17.1,0.1000004,2
35,n/a,1/31/2004 6:00,4,17,17.2,17.1,0.1000004,2
35,n/a,1/31/2004 6:00,40,17,17.2,17.1,0.1000004,2
35,n/a,1/31/2004 6:00,60,17,17.2,17.1,0.1000004,2
35,n/a,1/31/2004 6:00,,,,,,
35,n/a,1/31/2004 6:00,,,,,,
35,n/a,1/31/2004 6:00,,,,,,
35,n/a,1/31/2004 6:00,,,,,,
36,n/a,1/31/2004 18:00,0,17,17.2,17.1,0.1000004,1
36,n/a,1/31/2004 18:00,4,17,17.2,17.1,0.1000004,1
36,n/a,1/31/2004 18:00,40,17.2,17.2,17.2,0,1
36,n/a,1/31/2004 18:00,76,17,17.2,17.1,0.1000004,1
36,n/a,1/31/2004 18:00,,,,,,
36,n/a,1/31/2004 18:00,,,,,,
36,n/a,1/31/2004 18:00,,,,,,
36,n/a,1/31/2004 18:00,,,,,,
37,n/a,2/1/2004 6:00,0,16.6,17.2,16.9,0.3000002,1
37,n/a,2/1/2004 6:00,4,16.6,17.2,16.9,0.3000002,1
37,n/a,2/1/2004 6:00,40,17.2,17.2,17.2,0,1
37,n/a,2/1/2004 6:00,60,17.2,17.2,17.2,0,1
37,n/a,2/1/2004 6:00,80,17.2,17.2,17.2,0,1
37,n/a,2/1/2004 6:00,112,17.2,17.2,17.2,0,1
37,n/a,2/1/2004 6:00,120,17.2,17.2,17.2,0,1
37,n/a,2/1/2004 6:00,152,16.2,16.4,16.3,0.1,1
38,n/a,2/2/2004 6:00,0,16.8,17,16.9,0.1000004,1
38,n/a,2/2/2004 6:00,4,16.8,17,16.9,0.1000004,1
38,n/a,2/2/2004 6:00,60,17,17,17,0,1
38,n/a,2/2/2004 6:00,80,17,17,17,0,1
38,n/a,2/2/2004 6:00,104,17,17,17,0,1
38,n/a,2/2/2004 6:00,128,17,17,17,0,1
38,n/a,2/2/2004 6:00,140,17,17,17,0,1
38,n/a,2/2/2004 6:00,176,16,16,16,0,1
39,n/a,2/2/2004 18:00,0,16.8,17,16.9,0.1000004,2
39,n/a,2/2/2004 18:00,4,16.8,17,16.9,0.1000004,2
39,n/a,2/2/2004 18:00,40,17,17.2,17.1,0.1000004,2
39,n/a,2/2/2004 18:00,64,17,17.2,17.1,0.1000004,2
39,n/a,2/2/2004 18:00,100,17,17.2,17.1,0.1,2
39,n/a,2/2/2004 18:00,116,17,17.2,17.1,0.1,2
39,n/a,2/2/2004 18:00,148,16.8,17,16.9,0.1,2
39,n/a,2/2/2004 18:00,172,16.8,16.8,16.8,0,2
40,n/a,2/3/2004 6:00,0,16.6,17.2,16.9,0.3000002,1
40,n/a,2/3/2004 6:00,4,16.6,17.2,16.9,0.3000002,1
40,n/a,2/3/2004 6:00,40,16.8,16.8,16.8,0,1
40,n/a,2/3/2004 6:00,68,16.8,17,16.9,0.1000004,1
40,n/a,2/3/2004 6:00,84,16.8,17,16.9,0.1,1
40,n/a,2/3/2004 6:00,112,16.6,16.8,16.7,0.1,1
40,n/a,2/3/2004 6:00,140,16.6,16.8,16.7,0.1,1
40,n/a,2/3/2004 6:00,156,16.4,16.4,16.4,0,1
41,n/a,2/3/2004 18:00,,,,,,
41,n/a,2/3/2004 18:00,,,,,,
41,n/a,2/3/2004 18:00,,,,,,
41,n/a,2/3/2004 18:00,,,,,,
41,n/a,2/3/2004 18:00,100,16.6,16.8,16.7,0.1,1
41,n/a,2/3/2004 18:00,144,16.4,16.6,16.5,0.1,1
41,n/a,2/3/2004 18:00,168,16.2,16.4,16.3,0.1,1
41,n/a,2/3/2004 18:00,196,16,16.2,16.1,0.1,1
42,n/a,2/4/2004 6:00,0,15.4,16.6,16,0.6000004,1
42,n/a,2/4/2004 6:00,4,15.4,16.6,16,0.6000004,1
42,n/a,2/4/2004 6:00,108,15.6,16.4,16,0.3999996,1
42,n/a,2/4/2004 6:00,160,15.6,16.6,16.1,0.5,1
42,n/a,2/4/2004 6:00,172,15.4,16,15.7,0.3,1
42,n/a,2/4/2004 6:00,220,15.2,15.4,15.3,0.1,1
42,n/a,2/4/2004 6:00,328,14,14.2,14.1,0.1,1
42,n/a,2/4/2004 6:00,332,14,14,14,0,1
43,n/a,2/4/2004 18:00,0,15.2,16,15.6,0.4000001,1
43,n/a,2/4/2004 18:00,76,15.2,15.8,15.5,0.3000002,1
43,n/a,2/4/2004 18:00,148,15,16,15.5,0.5,1
43,n/a,2/4/2004 18:00,264,13.4,14.4,13.9,0.5,1
43,n/a,2/4/2004 18:00,376,12.6,12.8,12.7,0.1,1
43,n/a,2/4/2004 18:00,484,11.6,11.6,11.6,0,1
43,n/a,2/4/2004 18:00,604,10,10.2,10.1,0.1,1
43,n/a,2/4/2004 18:00,652,9.6,9.6,9.6,0,1
44,n/a,2/5/2004 18:00,0,16.6,16.8,16.7,0.09999943,1
44,n/a,2/5/2004 18:00,64,15,16.6,15.8,0.8000002,1
44,n/a,2/5/2004 18:00,168,15.2,16.4,15.8,0.5999999,1
44,n/a,2/5/2004 18:00,180,14.8,16.2,15.5,0.7000003,1
44,n/a,2/5/2004 18:00,240,14.2,14.2,14.2,0,1
44,n/a,2/5/2004 18:00,324,13.2,13.2,13.2,0,1
44,n/a,2/5/2004 18:00,408,12.8,13,12.9,0.1,1
44,n/a,2/5/2004 18:00,476,11.8,11.8,11.8,0,1
45,n/a,2/6/2004 6:00,104,15,15,15,0,1
45,n/a,2/6/2004 6:00,128,14.8,15,14.9,0.0999999,1
45,n/a,2/6/2004 6:00,220,14.2,14.4,14.3,0.0999999,1
45,n/a,2/6/2004 6:00,232,14.2,14.2,14.2,0,1
45,n/a,2/6/2004 6:00,328,13,13,13,0,1
45,n/a,2/6/2004 6:00,380,12.6,12.8,12.7,0.1,1
45,n/a,2/6/2004 6:00,404,12.4,12.8,12.6,0.2,1
45,n/a,2/6/2004 6:00,460,12.2,12.2,12.2,0,1
46,n/a,2/6/2004 18:00,0,16.2,16.2,16.2,0,1
46,n/a,2/6/2004 18:00,60,16.2,16.4,16.3,0.09999943,1
46,n/a,2/6/2004 18:00,120,16,16.4,16.2,0.1999998,1
46,n/a,2/6/2004 18:00,160,15.6,16.4,16,0.3999996,1
46,n/a,2/6/2004 18:00,196,15.6,16,15.8,0.2,1
46,n/a,2/6/2004 18:00,284,14,14,14,0,1
46,n/a,2/6/2004 18:00,364,12.8,12.8,12.8,0,1
46,n/a,2/6/2004 18:00,384,12.8,12.8,12.8,0,1
47,n/a,2/7/2004 6:00,0,15.2,15.4,15.3,0.0999999,1
47,n/a,2/7/2004 6:00,4,15.2,15.4,15.3,0.0999999,1
47,n/a,2/7/2004 6:00,196,15,15.2,15.1,0.0999999,1
47,n/a,2/7/2004 6:00,260,14,15,14.5,0.5,1
47,n/a,2/7/2004 6:00,440,12.4,12.6,12.5,0.1,1
47,n/a,2/7/2004 6:00,464,12.6,12.6,12.6,0,1
47,n/a,2/7/2004 6:00,592,11.6,11.6,11.6,0,1
47,n/a,2/7/2004 6:00,720,10.2,10.2,10.2,0,1
48,n/a,2/7/2004 18:00,0,14.6,15.2,14.9,0.2999997,1
48,n/a,2/7/2004 18:00,36,14.6,15.2,14.9,0.2999997,1
48,n/a,2/7/2004 18:00,68,14.6,14.8,14.7,0.0999999,1
48,n/a,2/7/2004 18:00,72,14.6,15,14.8,0.1999998,1
48,n/a,2/7/2004 18:00,100,14.8,15.2,15,0.2,1
48,n/a,2/7/2004 18:00,128,14.8,15.4,15.1,0.3,1
48,n/a,2/7/2004 18:00,168,14.6,15.2,14.9,0.3,1
48,n/a,2/7/2004 18:00,192,14.4,14.4,14.4,0,1
49,n/a,2/8/2004 18:00,0,14.4,14.4,14.4,0,1
49,n/a,2/8/2004 18:00,36,14.4,14.4,14.4,0,1
49,n/a,2/8/2004 18:00,116,14.4,14.4,14.4,0,1
49,n/a,2/8/2004 18:00,164,14.2,14.4,14.3,0.0999999,1
49,n/a,2/8/2004 18:00,172,14.2,14.4,14.3,0.1,1
49,n/a,2/8/2004 18:00,220,14.2,14.4,14.3,0.1,1
49,n/a,2/8/2004 18:00,268,13.6,13.6,13.6,0,1
49,n/a,2/8/2004 18:00,340,13.2,13.2,13.2,0,1
50,n/a,2/9/2004 18:00,0,13.8,14.4,14.1,0.2999997,2
50,n/a,2/9/2004 18:00,4,13.8,14.4,14.1,0.2999997,2
50,n/a,2/9/2004 18:00,44,13.8,14.2,14,0.1999998,2
50,n/a,2/9/2004 18:00,52,13.8,14.4,14.1,0.2999997,2
50,n/a,2/9/2004 18:00,68,14,14.4,14.2,0.2,2
50,n/a,2/9/2004 18:00,92,14,14.4,14.2,0.2,2
50,n/a,2/9/2004 18:00,112,14,14.4,14.2,0.2,2
50,n/a,2/9/2004 18:00,132,13.8,14,13.9,0.1,2
51,n/a,2/10/2004 6:00,0,14,14.2,14.1,0.0999999,1
51,n/a,2/10/2004 6:00,4,14,14.2,14.1,0.0999999,1
51,n/a,2/10/2004 6:00,64,14,14.2,14.1,0.0999999,1
51,n/a,2/10/2004 6:00,80,14,14.2,14.1,0.0999999,1
51,n/a,2/10/2004 6:00,96,14,14.2,14.1,0.1,1
51,n/a,2/10/2004 6:00,128,14,14,14,0,1
51,n/a,2/10/2004 6:00,148,14,14,14,0,1
51,n/a,2/10/2004 6:00,184,14,14,14,0,1
52,n/a,2/11/2004 18:00,0,13.4,14,13.7,0.3000002,2
52,n/a,2/11/2004 18:00,4,13.4,14,13.7,0.3000002,2
52,n/a,2/11/2004 18:00,60,13.6,14,13.8,0.1999998,2
52,n/a,2/11/2004 18:00,76,13.2,14,13.6,0.4000001,2
52,n/a,2/11/2004 18:00,104,13.2,14,13.6,0.4,2
52,n/a,2/11/2004 18:00,116,13.8,14,13.9,0.1,2
52,n/a,2/11/2004 18:00,144,13,13.8,13.4,0.4,2
52,n/a,2/11/2004 18:00,176,13,13.8,13.4,0.4,2
53,n/a,2/12/2004 6:00,0,13.6,13.6,13.6,0,1
53,n/a,2/12/2004 6:00,36,13.6,13.8,13.7,0.0999999,1
53,n/a,2/12/2004 6:00,76,13.4,13.8,13.6,0.2000003,1
53,n/a,2/12/2004 6:00,112,13.6,13.8,13.7,0.0999999,1
53,n/a,2/12/2004 6:00,128,13.4,13.8,13.6,0.2,1
53,n/a,2/12/2004 6:00,184,13.6,13.8,13.7,0.1,1
53,n/a,2/12/2004 6:00,212,13.2,13.8,13.5,0.3,1
53,n/a,2/12/2004 6:00,252,13,13,13,0,1
54,n/a,2/13/2004 18:00,0,12.4,12.8,12.6,0.2000003,2
54,n/a,2/13/2004 18:00,20,12.8,12.8,12.8,0,2
54,n/a,2/13/2004 18:00,68,12.6,12.8,12.7,0.0999999,2
54,n/a,2/13/2004 18:00,136,12.6,12.6,12.6,0,2
54,n/a,2/13/2004 18:00,152,12.6,12.6,12.6,0,2
54,n/a,2/13/2004 18:00,212,12.4,12.4,12.4,0,2
54,n/a,2/13/2004 18:00,260,12.2,12.4,12.3,0.1,2
54,n/a,2/13/2004 18:00,288,11.8,12.4,12.1,0.3,2
55,n/a,2/14/2004 6:00,0,12.6,13.4,13,0.3999996,2
55,n/a,2/14/2004 6:00,60,12.6,13.4,13,0.3999996,2
55,n/a,2/14/2004 6:00,120,13.2,13.4,13.3,0.0999999,2
55,n/a,2/14/2004 6:00,160,13.2,13.2,13.2,0,2
55,n/a,2/14/2004 6:00,232,12.6,12.6,12.6,0,2
55,n/a,2/14/2004 6:00,320,12.6,12.6,12.6,0,2
55,n/a,2/14/2004 6:00,360,12,12.2,12.1,0.1,2
55,n/a,2/14/2004 6:00,432,11.4,11.4,11.4,0,2
56,n/a,2/15/2004 6:00,0,13,13.2,13.1,0.0999999,1
56,n/a,2/15/2004 6:00,4,13,13.2,13.1,0.0999999,1
56,n/a,2/15/2004 6:00,52,12.8,13.2,13,0.1999998,1
56,n/a,2/15/2004 6:00,56,12.8,13.2,13,0.1999998,1
56,n/a,2/15/2004 6:00,,,,,,
56,n/a,2/15/2004 6:00,,,,,,
56,n/a,2/15/2004 6:00,,,,,,
56,n/a,2/15/2004 6:00,,,,,,
57,n/a,2/15/2004 18:00,0,12.4,13,12.7,0.3000002,1
57,n/a,2/15/2004 18:00,4,12.4,13,12.7,0.3000002,1
57,n/a,2/15/2004 18:00,36,13,13,13,0,1
57,n/a,2/15/2004 18:00,56,12.4,13,12.7,0.3000002,1
57,n/a,2/15/2004 18:00,72,12.4,13,12.7,0.3,1
57,n/a,2/15/2004 18:00,84,13,13,13,0,1
57,n/a,2/15/2004 18:00,112,13,13,13,0,1
57,n/a,2/15/2004 18:00,128,13,13,13,0,1
58,n/a,2/16/2004 6:00,0,12.4,12.6,12.5,0.1000004,1
58,n/a,2/16/2004 6:00,56,12.4,12.6,12.5,0.1000004,1
58,n/a,2/16/2004 6:00,64,12.4,12.6,12.5,0.1000004,1
58,n/a,2/16/2004 6:00,108,12.4,12.6,12.5,0.1000004,1
58,n/a,2/16/2004 6:00,,,,,,
58,n/a,2/16/2004 6:00,,,,,,
58,n/a,2/16/2004 6:00,,,,,,
58,n/a,2/16/2004 6:00,,,,,,
59,n/a,2/16/2004 18:00,0,12.4,12.6,12.5,0.1000004,1
59,n/a,2/16/2004 18:00,4,12.4,12.6,12.5,0.1000004,1
59,n/a,2/16/2004 18:00,72,12.6,12.6,12.6,0,1
59,n/a,2/16/2004 18:00,112,12.6,12.6,12.6,0,1
59,n/a,2/16/2004 18:00,,,,,,
59,n/a,2/16/2004 18:00,,,,,,
59,n/a,2/16/2004 18:00,,,,,,
59,n/a,2/16/2004 18:00,,,,,,
60,n/a,2/17/2004 6:00,0,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,24,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,40,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,56,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,68,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,76,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,96,12.6,12.6,12.6,0,1
60,n/a,2/17/2004 6:00,116,12.6,12.6,12.6,0,1
61,n/a,2/20/2004 18:00,0,12.4,12.6,12.5,0.1000004,1
61,n/a,2/20/2004 18:00,4,12.4,12.6,12.5,0.1000004,1
61,n/a,2/20/2004 18:00,28,12.6,12.6,12.6,0,1
61,n/a,2/20/2004 18:00,52,12.4,12.4,12.4,0,1
61,n/a,2/20/2004 18:00,68,12.4,12.6,12.5,0.1,1
61,n/a,2/20/2004 18:00,76,12.4,12.6,12.5,0.1,1
61,n/a,2/20/2004 18:00,88,12.4,12.6,12.5,0.1,1
61,n/a,2/20/2004 18:00,108,12.4,12.6,12.5,0.1,1
62,n/a,2/22/2004 6:00,0,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,4,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,40,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,76,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,92,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,104,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,124,12.4,12.4,12.4,0,1
62,n/a,2/22/2004 6:00,152,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,0,12.2,12.4,12.3,0.0999999,1
63,n/a,2/22/2004 18:00,4,12.2,12.4,12.3,0.0999999,1
63,n/a,2/22/2004 18:00,24,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,48,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,60,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,72,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,92,12.4,12.4,12.4,0,1
63,n/a,2/22/2004 18:00,104,12.4,12.4,12.4,0,1
64,n/a,2/23/2004 18:00,,,,,,
64,n/a,2/23/2004 18:00,,,,,,
64,n/a,2/23/2004 18:00,,,,,,
64,n/a,2/23/2004 18:00,,,,,,
64,n/a,2/23/2004 18:00,108,12.4,12.4,12.4,0,1
64,n/a,2/23/2004 18:00,136,12.4,12.4,12.4,0,1
64,n/a,2/23/2004 18:00,164,12.4,12.4,12.4,0,1
64,n/a,2/23/2004 18:00,204,12.4,12.4,12.4,0,1
65,n/a,2/24/2004 6:00,0,12.2,12.2,12.2,0,1
65,n/a,2/24/2004 6:00,4,12.2,12.2,12.2,0,1
65,n/a,2/24/2004 6:00,100,12.2,12.4,12.3,0.0999999,1
65,n/a,2/24/2004 6:00,124,12.2,12.4,12.3,0.0999999,1
65,n/a,2/24/2004 6:00,,,,,,
65,n/a,2/24/2004 6:00,,,,,,
65,n/a,2/24/2004 6:00,,,,,,
65,n/a,2/24/2004 6:00,,,,,,
66,n/a,2/28/2004 6:00,0,12,12.2,12.1,0.0999999,1
66,n/a,2/28/2004 6:00,4,12,12.2,12.1,0.0999999,1
66,n/a,2/28/2004 6:00,68,12,12.2,12.1,0.0999999,1
66,n/a,2/28/2004 6:00,92,12,12.2,12.1,0.0999999,1
66,n/a,2/28/2004 6:00,,,,,,
66,n/a,2/28/2004 6:00,,,,,,
66,n/a,2/28/2004 6:00,,,,,,
66,n/a,2/28/2004 6:00,,,,,,
67,n/a,2/28/2004 18:00,0,12,12.4,12.2,0.1999998,1
67,n/a,2/28/2004 18:00,4,12,12.4,12.2,0.1999998,1
67,n/a,2/28/2004 18:00,60,12,12.4,12.2,0.1999998,1
67,n/a,2/28/2004 18:00,84,12,12.2,12.1,0.0999999,1
67,n/a,2/28/2004 18:00,,,,,,
67,n/a,2/28/2004 18:00,,,,,,
67,n/a,2/28/2004 18:00,,,,,,
67,n/a,2/28/2004 18:00,,,,,,
68,n/a,2/29/2004 18:00,0,12.2,12.4,12.3,0.0999999,1
68,n/a,2/29/2004 18:00,4,12.2,12.4,12.3,0.0999999,1
68,n/a,2/29/2004 18:00,28,12.2,12.4,12.3,0.0999999,1
68,n/a,2/29/2004 18:00,64,12.2,12.4,12.3,0.0999999,1
68,n/a,2/29/2004 18:00,68,12.2,12.2,12.2,0,1
68,n/a,2/29/2004 18:00,88,12.2,12.2,12.2,0,1
68,n/a,2/29/2004 18:00,104,12.2,12.2,12.2,0,1
68,n/a,2/29/2004 18:00,128,12.2,12.2,12.2,0,1
69,n/a,3/1/2004 6:00,0,12,12.2,12.1,0.0999999,2
69,n/a,3/1/2004 6:00,4,12,12.2,12.1,0.0999999,2
69,n/a,3/1/2004 6:00,56,12,12.2,12.1,0.0999999,2
69,n/a,3/1/2004 6:00,80,12,12.2,12.1,0.0999999,2
69,n/a,3/1/2004 6:00,92,12.2,12.2,12.2,0,2
69,n/a,3/1/2004 6:00,116,12.2,12.2,12.2,0,2
69,n/a,3/1/2004 6:00,144,12.2,12.2,12.2,0,2
69,n/a,3/1/2004 6:00,176,12.2,12.2,12.2,0,2
70,n/a,3/1/2004 18:00,0,12.4,12.6,12.5,0.1000004,1
70,n/a,3/1/2004 18:00,4,12.4,12.6,12.5,0.1000004,1
70,n/a,3/1/2004 18:00,72,12.2,12.6,12.4,0.2000003,1
70,n/a,3/1/2004 18:00,80,12.2,12.6,12.4,0.2000003,1
70,n/a,3/1/2004 18:00,124,12.2,12.6,12.4,0.2,1
70,n/a,3/1/2004 18:00,160,12.2,12.6,12.4,0.2,1
70,n/a,3/1/2004 18:00,196,12.4,12.6,12.5,0.1,1
70,n/a,3/1/2004 18:00,216,12.2,12.6,12.4,0.2,1
71,n/a,3/2/2004 18:00,0,12.4,12.6,12.5,0.1000004,1
71,n/a,3/2/2004 18:00,4,12.4,12.6,12.5,0.1000004,1
71,n/a,3/2/2004 18:00,72,12.4,12.6,12.5,0.1000004,1
71,n/a,3/2/2004 18:00,84,12.4,12.6,12.5,0.1000004,1
71,n/a,3/2/2004 18:00,116,12.4,12.4,12.4,0,1
71,n/a,3/2/2004 18:00,152,12.4,12.4,12.4,0,1
71,n/a,3/2/2004 18:00,180,12.4,12.4,12.4,0,1
71,n/a,3/2/2004 18:00,224,12.4,12.4,12.4,0,1
72,n/a,3/4/2004 6:00,0,12.4,12.6,12.5,0.1000004,1
72,n/a,3/4/2004 6:00,76,12.4,12.6,12.5,0.1000004,1
72,n/a,3/4/2004 6:00,148,12.4,12.6,12.5,0.1000004,1
72,n/a,3/4/2004 6:00,168,12.4,12.6,12.5,0.1000004,1
72,n/a,3/4/2004 6:00,292,12.2,12.4,12.3,0.1,1
72,n/a,3/4/2004 6:00,308,12.4,12.4,12.4,0,1
72,n/a,3/4/2004 6:00,412,11.8,11.8,11.8,0,1
72,n/a,3/4/2004 6:00,468,11.4,11.6,11.5,0.1,1
73,n/a,3/5/2004 18:00,,,,,,
73,n/a,3/5/2004 18:00,,,,,,
73,n/a,3/5/2004 18:00,,,,,,
73,n/a,3/5/2004 18:00,,,,,,
73,n/a,3/5/2004 18:00,72,12.4,12.6,12.5,0.1,1
73,n/a,3/5/2004 18:00,104,12.4,12.6,12.5,0.1,1
73,n/a,3/5/2004 18:00,108,12.4,12.6,12.5,0.1,1
73,n/a,3/5/2004 18:00,132,12.6,12.6,12.6,0,1
74,n/a,3/10/2004 6:00,0,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,4,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,36,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,52,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,64,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,76,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,84,12.4,12.4,12.4,0,1
74,n/a,3/10/2004 6:00,104,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,0,12.2,12.4,12.3,0.0999999,1
75,n/a,3/10/2004 18:00,4,12.2,12.4,12.3,0.0999999,1
75,n/a,3/10/2004 18:00,24,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,44,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,64,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,72,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,80,12.4,12.4,12.4,0,1
75,n/a,3/10/2004 18:00,100,12.4,12.4,12.4,0,1
76,n/a,3/11/2004 18:00,0,12.4,12.6,12.5,0.1000004,2
76,n/a,3/11/2004 18:00,4,12.4,12.6,12.5,0.1000004,2
76,n/a,3/11/2004 18:00,44,12.4,12.6,12.5,0.1000004,2
76,n/a,3/11/2004 18:00,76,12.4,12.4,12.4,0,2
76,n/a,3/11/2004 18:00,104,12.4,12.6,12.5,0.1,2
76,n/a,3/11/2004 18:00,132,12.4,12.6,12.5,0.1,2
76,n/a,3/11/2004 18:00,156,12.4,12.4,12.4,0,2
76,n/a,3/11/2004 18:00,196,12.4,12.4,12.4,0,2
77,n/a,3/12/2004 18:00,0,12.4,12.6,12.5,0.1000004,1
77,n/a,3/12/2004 18:00,4,12.4,12.6,12.5,0.1000004,1
77,n/a,3/12/2004 18:00,64,12.4,12.6,12.5,0.1000004,1
77,n/a,3/12/2004 18:00,72,12.4,12.6,12.5,0.1000004,1
77,n/a,3/12/2004 18:00,112,12.6,12.6,12.6,0,1
77,n/a,3/12/2004 18:00,132,12.6,12.6,12.6,0,1
77,n/a,3/12/2004 18:00,144,12.6,12.6,12.6,0,1
77,n/a,3/12/2004 18:00,180,12.6,12.6,12.6,0,1
78,n/a,3/13/2004 6:00,0,12.4,12.4,12.4,0,2
78,n/a,3/13/2004 6:00,4,12.4,12.4,12.4,0,2
78,n/a,3/13/2004 6:00,28,12.4,12.4,12.4,0,2
78,n/a,3/13/2004 6:00,64,12.4,12.6,12.5,0.1000004,2
78,n/a,3/13/2004 6:00,76,12.4,12.6,12.5,0.1,2
78,n/a,3/13/2004 6:00,88,12.4,12.6,12.5,0.1,2
78,n/a,3/13/2004 6:00,104,12.4,12.6,12.5,0.1,2
78,n/a,3/13/2004 6:00,128,12.4,12.6,12.5,0.1,2
79,n/a,3/13/2004 18:00,0,12.4,12.8,12.6,0.2000003,1
79,n/a,3/13/2004 18:00,4,12.4,12.8,12.6,0.2000003,1
79,n/a,3/13/2004 18:00,64,12.4,12.6,12.5,0.1000004,1
79,n/a,3/13/2004 18:00,76,12.4,12.6,12.5,0.1000004,1
79,n/a,3/13/2004 18:00,,,,,,
79,n/a,3/13/2004 18:00,,,,,,
79,n/a,3/13/2004 18:00,,,,,,
