datesec,lon,lat,lon025,lat025,lon5,lat5,lon975,lat975,mplon,mplat,id
02/02/2017 05:00,-5.243783444,48.51357922,-5.76680125,47.5631925,-5.24301,48.51635,-4.7512655,49.2053,-5.24327205479452,48.5640232876712,511603400
02/03/2017 05:00,-5.265885924,48.60139278,-5.797196,47.5514975,-5.264785,48.60905,-4.75740975,49.2890025,-5.24888992172211,48.7214309197652,511603400
02/04/2017 05:00,-5.254985334,48.65734639,-5.79481175,47.5942925,-5.254885,48.66675,-4.75435325,49.352105,-5.25827082191781,48.8422459882583,511603400
02/05/2017 05:00,-5.19624983,48.69337708,-5.74106525,47.729,-5.19474,48.7037,-4.67690925,49.4693025,-5.23474919765166,48.8592771037182,511603400
02/06/2017 05:00,-5.11239425,48.76654238,-5.63912325,47.7722925,-5.11215,48.7762,-4.61937975,49.5826175,-5.07743015655577,48.858582778865,511603400
02/07/2017 05:00,-5.02731055,48.84325968,-5.549635,47.8139975,-5.02597,48.8561,-4.52741375,49.64961,-4.98188767123288,49.0234076320939,511603400
02/08/2017 05:00,-4.965662257,48.87628754,-5.5038435,47.919695,-4.964095,48.8944,-4.474518,49.6363025,-4.85964039138943,49.1369933463796,511603400
02/09/2017 05:00,-4.965243752,48.88054073,-5.49350325,47.8975,-4.965395,48.8892,-4.458959,49.5545,-5.02951097847358,48.9234892367906,511603400
02/10/2017 05:00,-5.055042171,48.85383232,-5.57929325,47.972,-5.05506,48.85535,-4.550704,49.525505,-5.00886045009785,48.9388821917808,511603400
02/11/2017 05:00,-5.237332148,48.78618362,-5.75153525,48.0133775,-5.23704,48.7872,-4.739275,49.4616025,-5.23397019569472,48.8595700587084,511603400
02/12/2017 05:00,-5.393463967,48.67201199,-5.9324415,47.9215925,-5.395145,48.67755,-4.86137825,49.3592,-5.40815939334638,48.67415518591,511603400
02/13/2017 05:00,-5.881741969,48.4792661,-6.4434855,47.706085,-5.88004,48.4817,-5.3323965,49.1863,-5.86516256360078,48.621595890411,511603400
02/14/2017 05:00,-6.793100573,48.13468441,-7.325713,47.3389,-6.794385,48.13975,-6.23384975,48.8782075,-6.85462201565558,47.9479405088063,511603400
02/15/2017 05:00,-7.340718296,47.62303913,-7.89003325,46.8013925,-7.341775,47.62715,-6.79137925,48.4756075,-7.34024215264188,47.7202908023483,511603400
02/16/2017 05:00,-7.160163536,47.05036253,-7.7085005,46.2458825,-7.15956,47.0616,-6.62059275,48.0017075,-7.12233876712329,47.111595890411,511603400
02/17/2017 05:00,-6.417517133,46.55268671,-6.96161125,45.70588,-6.4185,46.55465,-5.89745325,47.442005,-6.36899236790607,46.5503772994129,511603400
02/18/2017 05:00,-5.516790525,46.21036878,-6.058382,45.4140975,-5.51509,46.216,-4.979667,46.9647025,-5.45958774951076,46.3149450097847,511603400
02/19/2017 05:00,-4.641097811,46.02862619,-5.18265425,45.317795,-4.64167,46.02945,-4.1041685,46.6627,-4.68624332681018,46.1738371819961,511603400
02/20/2017 05:00,-3.982131564,45.98498674,-4.5077905,45.2431925,-3.983695,45.9851,-3.44135125,46.6023075,-4.08539162426614,46.0042150684931,511603400
02/21/2017 05:00,-4.021491423,46.01087771,-4.56831525,45.188055,-4.02068,46.0145,-3.48780775,46.751905,-4.01534199608611,46.1549823874755,511603400
02/22/2017 05:00,-4.858636901,45.95422362,-5.40321075,45.1388875,-4.85967,45.95565,-4.315708,46.8179025,-4.93259403131115,45.8868060665362,511603400
02/23/2017 05:00,-5.316216781,45.80703889,-5.83573425,45.039695,-5.315275,45.8091,-4.774074,46.6270025,-5.22154506849315,45.819339334638,511603400
02/24/2017 05:00,-5.107025913,45.59989677,-5.65455275,44.850695,-5.105165,45.59635,-4.55561025,46.3239025,-5.06885129158513,45.4857281800391,511603400
02/25/2017 05:00,-4.660711717,45.37345402,-5.18267175,44.7292975,-4.660555,45.37295,-4.1012795,46.057005,-4.73841681017613,45.3884583170254,511603400
02/26/2017 05:00,-4.391362091,45.14978527,-4.94036475,44.47359,-4.389995,45.1484,-3.86209975,45.78081,-4.38667532289628,45.0383917808219,511603400
02/27/2017 05:00,-4.258011182,44.92100394,-4.79471725,44.2447875,-4.258225,44.9234,-3.681777,45.6176075,-4.34103561643836,44.9468757338552,511603400
02/28/2017 05:00,-4.155246716,44.74453903,-4.73936175,44.1046975,-4.15431,44.74265,-3.6076175,45.4871,-4.0828272407045,44.8320825831703,511603400
03/01/2017 05:00,-4.206592411,44.69159785,-4.78550125,43.9638925,-4.205405,44.69415,-3.66802775,45.4623,-4.1443453816047,44.7252240704501,511603400
03/02/2017 05:00,-4.427087226,44.73313567,-4.96094875,43.9318975,-4.426515,44.7395,-3.8865595,45.4821075,-4.48650170254403,44.7768536203522,511603400
03/03/2017 05:00,-4.615838319,44.84752021,-5.1575435,43.97879,-4.61555,44.85955,-4.081939,45.641905,-4.59091845401174,44.910302739726,511603400
03/04/2017 05:00,-4.670399208,45.06273941,-5.220511,44.1533975,-4.67062,45.0691,-4.133294,45.92781,-4.66854467710372,45.1224900195695,511603400
03/05/2017 05:00,-4.67286528,45.36850317,-5.24379525,44.4219975,-4.673505,45.3655,-4.128987,46.1103075,-4.705,45.4297904109589,511603400
03/06/2017 05:00,-4.685050275,45.70002977,-5.216773,44.7906825,-4.684735,45.70975,-4.177612,46.3776125,-4.64316835616438,45.7443933463796,511603400
03/07/2017 05:00,-4.686033847,45.98205367,-5.212441,45.117295,-4.686085,45.99205,-4.13720725,46.720015,-4.63491268101761,46.0457095890411,511603400
03/08/2017 05:00,-4.671899254,46.19692204,-5.20742275,45.3874,-4.67237,46.1973,-4.155858,46.995505,-4.73386039138943,46.3073500978474,511603400
03/09/2017 05:00,-4.625023238,46.36249677,-5.15741175,45.5797,-4.623095,46.3639,-4.08469,47.161005,-4.65927549902153,46.4672440313112,511603400
03/10/2017 05:00,-4.507525014,46.49915348,-5.065932,45.5883925,-4.505005,46.5021,-3.97240775,47.370705,-4.49882436399217,46.4684857142857,511603400
03/11/2017 05:00,-4.41545583,46.60082532,-4.9558715,45.67247,-4.414695,46.6001,-3.8943495,47.4722025,-4.3884939334638,46.5760109589041,511603400
03/12/2017 05:00,-4.385350667,46.62325,-4.91434125,45.8368775,-4.384795,46.6182,-3.86384625,47.47913,-4.39924733855186,46.6549125244618,511603400
03/13/2017 05:00,-4.280311469,46.59240541,-4.8125895,45.8656975,-4.282655,46.58665,-3.72875925,47.366705,-4.31149980430528,46.513785518591,511603400
03/14/2017 05:00,-4.090160691,46.56529892,-4.61995,45.7183725,-4.09158,46.5654,-3.540876,47.2602,-4.11586772994129,46.5370925636008,511603400
03/15/2017 05:00,-3.949460751,46.55330934,-4.47229125,45.688985,-3.95036,46.5667,-3.40982825,47.2410025,-3.94320164383562,46.6647540117417,511603400
03/16/2017 05:00,-3.935099079,46.52848487,-4.4460865,45.7440925,-3.93631,46.53325,-3.4063575,47.29781,-3.93957886497065,46.5859542074364,511603400
03/17/2017 05:00,-3.94871122,46.50314433,-4.48341225,45.754795,-3.949035,46.5046,-3.39828375,47.3577025,-3.98981743639922,46.3456121330724,511603400
03/18/2017 05:00,-4.009135692,46.47735588,-4.536705,45.7692925,-4.011015,46.48045,-3.46248125,47.3417125,-4.03783136986301,46.5000479452055,511603400
03/19/2017 05:00,-4.088285993,46.47651873,-4.61867175,45.814895,-4.08862,46.4746,-3.5624695,47.2471025,-4.13967911937378,46.4074951076321,511603400
03/20/2017 05:00,-4.1225377,46.46622075,-4.655761,45.7819925,-4.120225,46.46135,-3.583399,47.0972025,-4.0653527592955,46.3784753424658,511603400
03/21/2017 05:00,-4.211294309,46.42321936,-4.74688225,45.6727,-4.211475,46.4259,-3.684238,47.0739025,-4.26188816046967,46.4938123287671,511603400
03/22/2017 05:00,-4.434777515,46.34147481,-4.971063,45.5110725,-4.434065,46.3377,-3.91146475,47.0664025,-4.41152947162427,46.2301422700587,511603400
03/23/2017 05:00,-4.617967986,46.25049364,-5.159875,45.3859,-4.61863,46.24675,-4.07205525,47.0091075,-4.62643698630137,46.2587080234834,511603400
03/24/2017 05:00,-4.663609592,46.14694787,-5.21506375,45.2716975,-4.663395,46.158,-4.13390825,46.907505,-4.71189199608611,46.2830101761252,511603400
03/25/2017 05:00,-4.616434107,45.98141973,-5.15254275,45.16779,-4.617815,45.986,-4.08489625,46.7915025,-4.61853438356164,45.9973424657534,511603400
03/26/2017 05:00,-4.485284484,45.80025524,-5.04914275,45.0273975,-4.48563,45.78775,-3.93890875,46.620905,-4.4729139334638,45.6903250489237,511603400
03/27/2017 05:00,-4.552996388,45.64136397,-5.11573075,44.7983775,-4.5518,45.6374,-4.00053,46.4386025,-4.62250250489237,45.5556213307241,511603400
03/28/2017 05:00,-4.873654535,45.51965309,-5.42478325,44.682165,-4.874635,45.5228,-4.32670875,46.3157025,-4.89040866927593,45.6011399217221,511603400
03/29/2017 05:00,-5.439966001,45.42787191,-5.98301025,44.7037975,-5.44095,45.4298,-4.90506925,46.2577825,-5.44733553816047,45.5214469667319,511603400
03/30/2017 05:00,-5.900490912,45.38462102,-6.44205625,44.6999975,-5.90056,45.37735,-5.34733525,46.2160025,-5.90764637964775,45.1918223091977,511603400
